Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,increase
B44,ZAN_F3,Tremellomycetes,1,2,24.86,7.8,0
B44,ZAN_F3,Tremellomycetes,1,2,31.78,7.28,0
B44,ZAN_F3,Tremellomycetes,1,2,40.63,7.46,0
B44,ZAN_F3,Tremellomycetes,1,2,47.75,7.31,0
B44,ZAN_F3,Tremellomycetes,1,2,54.73,7.18,0
B44,ZAN_F3,Tremellomycetes,2,2,0,7.16,0
B44,ZAN_F3,Tremellomycetes,2,2,11.38,7.34,0
B44,ZAN_F3,Tremellomycetes,2,2,17.4,7.43,0
B44,ZAN_F3,Tremellomycetes,2,2,24.86,7.51,0
B44,ZAN_F3,Tremellomycetes,2,2,31.78,7.51,0
B44,ZAN_F3,Tremellomycetes,2,2,40.63,7.79,0
B44,ZAN_F3,Tremellomycetes,2,2,47.75,8.04,0
B44,ZAN_F3,Tremellomycetes,2,2,54.73,8.05,0
B44,ZAN_F3,Tremellomycetes,3,2,0,7.16,0
B44,ZAN_F3,Tremellomycetes,3,2,11.38,7.16,0
B44,ZAN_F3,Tremellomycetes,3,2,17.4,7.39,0
B44,ZAN_F3,Tremellomycetes,3,2,24.86,7.39,0
B44,ZAN_F3,Tremellomycetes,3,2,31.78,7.88,0
B44,ZAN_F3,Tremellomycetes,3,2,40.63,7.62,0
B44,ZAN_F3,Tremellomycetes,3,2,47.75,7.62,0
B44,ZAN_F3,Tremellomycetes,3,2,54.73,7.65,0
B44,EMM_F48,Tremellomycetes,1,2,0,7.13,0
B44,EMM_F48,Tremellomycetes,1,2,11.38,7.23,0
B44,EMM_F48,Tremellomycetes,1,2,17.4,7.74,0
B44,EMM_F48,Tremellomycetes,1,2,24.86,8.12,0
B44,EMM_F48,Tremellomycetes,1,2,31.78,8.52,0
B44,EMM_F48,Tremellomycetes,1,2,40.63,9.26,0
B44,EMM_F48,Tremellomycetes,1,2,47.75,8.81,0
B44,EMM_F48,Tremellomycetes,1,2,54.73,8.56,0
B44,EMM_F48,Tremellomycetes,2,2,0,8.19,0
B44,EMM_F48,Tremellomycetes,2,2,11.38,8.28,0
B44,EMM_F48,Tremellomycetes,2,2,17.4,8.46,0
B44,EMM_F48,Tremellomycetes,2,2,24.86,8.46,0
B44,EMM_F48,Tremellomycetes,2,2,31.78,8.47,0
B44,EMM_F48,Tremellomycetes,2,2,40.63,8.92,0
B44,EMM_F48,Tremellomycetes,2,2,47.75,8.92,0
B44,EMM_F48,Tremellomycetes,2,2,54.73,8.55,0
B44,EMM_F48,Tremellomycetes,3,2,0,7.71,0
B44,EMM_F48,Tremellomycetes,3,2,11.38,7.38,0
B44,EMM_F48,Tremellomycetes,3,2,17.4,7.9,0
B44,EMM_F48,Tremellomycetes,3,2,24.86,7.82,0
B44,EMM_F48,Tremellomycetes,3,2,31.78,7.82,0
B44,EMM_F48,Tremellomycetes,3,2,40.63,7.67,0
B44,EMM_F48,Tremellomycetes,3,2,47.75,7.67,0
B44,EMM_F48,Tremellomycetes,3,2,54.73,7.23,0
B44,EMM_F63,Tremellomycetes,1,2,0,7.7,0
B44,EMM_F63,Tremellomycetes,1,2,11.38,7.91,0
B44,EMM_F63,Tremellomycetes,1,2,17.4,8.18,0
B44,EMM_F63,Tremellomycetes,1,2,24.86,8.18,0
B44,EMM_F63,Tremellomycetes,1,2,31.78,8.18,0
B44,EMM_F63,Tremellomycetes,1,2,40.63,8.42,0
B44,EMM_F63,Tremellomycetes,1,2,47.75,9.12,0
B44,EMM_F63,Tremellomycetes,1,2,54.73,8.86,0
B44,EMM_F63,Tremellomycetes,2,2,0,7.75,0
B44,EMM_F63,Tremellomycetes,2,2,11.38,7.76,0
B44,EMM_F63,Tremellomycetes,2,2,17.4,7.77,0
B44,EMM_F63,Tremellomycetes,2,2,24.86,7.94,0
B44,EMM_F63,Tremellomycetes,2,2,31.78,8.89,0
B44,EMM_F63,Tremellomycetes,2,2,40.63,8.7,0
B44,EMM_F63,Tremellomycetes,2,2,47.75,7.97,0
B44,EMM_F63,Tremellomycetes,2,2,54.73,8.21,0
B44,EMM_F63,Tremellomycetes,3,2,0,8.06,0
B44,EMM_F63,Tremellomycetes,3,2,11.38,8.16,0
B44,EMM_F63,Tremellomycetes,3,2,17.4,8.16,0
B44,EMM_F63,Tremellomycetes,3,2,24.86,7.9,0
B44,EMM_F63,Tremellomycetes,3,2,31.78,7.53,0
B44,EMM_F63,Tremellomycetes,3,2,40.63,7.81,0
B44,EMM_F63,Tremellomycetes,3,2,47.75,8.14,0
B44,EMM_F63,Tremellomycetes,3,2,54.73,8.37,0
B44,EMM_F64,Tremellomycetes,1,2,0,8.35,0
B44,EMM_F64,Tremellomycetes,1,2,11.38,8.15,0
B44,EMM_F64,Tremellomycetes,1,2,17.4,7.87,0
B44,EMM_F64,Tremellomycetes,1,2,24.86,7.7,0
B44,EMM_F64,Tremellomycetes,1,2,31.78,7.5,0
B44,EMM_F64,Tremellomycetes,1,2,40.63,8.4,0
B44,EMM_F64,Tremellomycetes,1,2,47.75,7.72,0
B44,EMM_F64,Tremellomycetes,1,2,54.73,8.13,0
B44,EMM_F64,Tremellomycetes,2,2,0,7.39,0
B44,EMM_F64,Tremellomycetes,2,2,11.38,7.7,0
B44,EMM_F64,Tremellomycetes,2,2,17.4,7.71,0
B44,EMM_F64,Tremellomycetes,2,2,24.86,7.72,0
B44,EMM_F64,Tremellomycetes,2,2,31.78,7.93,0
B44,EMM_F64,Tremellomycetes,2,2,40.63,7.73,0
B44,EMM_F64,Tremellomycetes,2,2,47.75,8.18,0
B44,EMM_F64,Tremellomycetes,2,2,54.73,8.21,0
B44,EMM_F64,Tremellomycetes,3,2,0,7.36,0
B44,EMM_F64,Tremellomycetes,3,2,11.38,7.37,0
B44,EMM_F64,Tremellomycetes,3,2,17.4,7.4,0
B44,EMM_F64,Tremellomycetes,3,2,24.86,8.19,0
B44,EMM_F64,Tremellomycetes,3,2,31.78,9.09,0
B44,EMM_F64,Tremellomycetes,3,2,40.63,8.98,0
B44,EMM_F64,Tremellomycetes,3,2,47.75,8.05,0
B44,EMM_F64,Tremellomycetes,3,2,54.73,9.47,0
B44,EMM_F89,Tremellomycetes,1,2,0,7.9,0
B44,EMM_F89,Tremellomycetes,1,2,11.38,7.9,0
B44,EMM_F89,Tremellomycetes,1,2,17.4,7.9,0
B44,EMM_F89,Tremellomycetes,1,2,24.86,7.47,0
B44,EMM_F89,Tremellomycetes,1,2,31.78,7.13,0
B44,EMM_F89,Tremellomycetes,1,2,40.63,7.54,0
B44,EMM_F89,Tremellomycetes,1,2,47.75,7.54,0
B44,EMM_F89,Tremellomycetes,1,2,54.73,7.68,0
B44,EMM_F89,Tremellomycetes,2,2,0,8.07,0
B44,EMM_F89,Tremellomycetes,2,2,11.38,7.64,0
B44,EMM_F89,Tremellomycetes,2,2,17.4,7.74,0
B44,EMM_F89,Tremellomycetes,2,2,24.86,7.9,0
B44,EMM_F89,Tremellomycetes,2,2,31.78,7.14,0
B44,EMM_F89,Tremellomycetes,2,2,40.63,8.46,0
B44,EMM_F89,Tremellomycetes,2,2,47.75,7.77,0
B44,EMM_F89,Tremellomycetes,2,2,54.73,7.79,0
B44,EMM_F89,Tremellomycetes,3,2,0,7.6,0
B44,EMM_F89,Tremellomycetes,3,2,11.38,7.57,0
B44,EMM_F89,Tremellomycetes,3,2,17.4,7.82,0
B44,EMM_F89,Tremellomycetes,3,2,24.86,7.84,0
B44,EMM_F89,Tremellomycetes,3,2,31.78,7.73,0
B44,EMM_F89,Tremellomycetes,3,2,40.63,7.61,0
B44,EMM_F89,Tremellomycetes,3,2,47.75,7.65,0
B44,EMM_F89,Tremellomycetes,3,2,54.73,7.28,0
B44,EMM_F47,Microbotryomycetes,1,2,0,7.78,0
B44,EMM_F47,Microbotryomycetes,1,2,11.38,8.02,0
B44,EMM_F47,Microbotryomycetes,1,2,17.4,7.65,0
B44,EMM_F47,Microbotryomycetes,1,2,24.86,7.3,0
B44,EMM_F47,Microbotryomycetes,1,2,31.78,7.3,0
B44,EMM_F47,Microbotryomycetes,1,2,40.63,7.63,0
B44,EMM_F47,Microbotryomycetes,1,2,47.75,7.65,0
B44,EMM_F47,Microbotryomycetes,1,2,54.73,7.42,0
B44,EMM_F47,Microbotryomycetes,2,2,0,7.59,0
B44,EMM_F47,Microbotryomycetes,2,2,11.38,7.72,0
B44,EMM_F47,Microbotryomycetes,2,2,17.4,8.01,0
B44,EMM_F47,Microbotryomycetes,2,2,24.86,8.48,0
B44,EMM_F47,Microbotryomycetes,2,2,31.78,7.91,0
B44,EMM_F47,Microbotryomycetes,2,2,40.63,7.94,0
B44,EMM_F47,Microbotryomycetes,2,2,47.75,6.65,0
B44,EMM_F47,Microbotryomycetes,2,2,54.73,7.91,0
B44,EMM_F47,Microbotryomycetes,3,2,0,7.92,0
B44,EMM_F47,Microbotryomycetes,3,2,11.38,8.33,0
B44,EMM_F47,Microbotryomycetes,3,2,17.4,9.21,0
B44,EMM_F47,Microbotryomycetes,3,2,24.86,9.3,0
B44,EMM_F47,Microbotryomycetes,3,2,31.78,8.44,0
B44,EMM_F47,Microbotryomycetes,3,2,40.63,8.74,0
B44,EMM_F47,Microbotryomycetes,3,2,47.75,8.73,0
B44,EMM_F47,Microbotryomycetes,3,2,54.73,8.87,0
B44,EMM_F49,Microbotryomycetes,1,2,0,7.13,0
B44,EMM_F49,Microbotryomycetes,1,2,11.38,7.96,0
B44,EMM_F49,Microbotryomycetes,1,2,17.4,7.53,0
B44,EMM_F49,Microbotryomycetes,1,2,24.86,6.63,0
B44,EMM_F49,Microbotryomycetes,1,2,31.78,7.42,0
B44,EMM_F49,Microbotryomycetes,1,2,40.63,7.36,0
B44,EMM_F49,Microbotryomycetes,1,2,47.75,7.62,0
B44,EMM_F49,Microbotryomycetes,1,2,54.73,6.73,0
B44,EMM_F49,Microbotryomycetes,2,2,0,7.31,0
B44,EMM_F49,Microbotryomycetes,2,2,11.38,7.6,0
B44,EMM_F49,Microbotryomycetes,2,2,17.4,7.61,0
B44,EMM_F49,Microbotryomycetes,2,2,24.86,7.61,0
B44,EMM_F49,Microbotryomycetes,2,2,31.78,7.74,0
B44,EMM_F49,Microbotryomycetes,2,2,40.63,7.85,0
B44,EMM_F49,Microbotryomycetes,2,2,47.75,7.77,0
B44,EMM_F49,Microbotryomycetes,2,2,54.73,7.78,0
B44,EMM_F49,Microbotryomycetes,3,2,0,7.78,0
B44,EMM_F49,Microbotryomycetes,3,2,11.38,8.02,0
B44,EMM_F49,Microbotryomycetes,3,2,17.4,8.02,0
B44,EMM_F49,Microbotryomycetes,3,2,24.86,7.2,0
B44,EMM_F49,Microbotryomycetes,3,2,31.78,8.07,0
B44,EMM_F49,Microbotryomycetes,3,2,40.63,8.11,0
B44,EMM_F49,Microbotryomycetes,3,2,47.75,7.85,0
B44,EMM_F49,Microbotryomycetes,3,2,54.73,8.07,0
B44,ZAN_F4,Microbotryomycetes,1,2,0,7.71,0
B44,ZAN_F4,Microbotryomycetes,1,2,11.38,7.72,0
B44,ZAN_F4,Microbotryomycetes,1,2,17.4,8.52,0
B44,ZAN_F4,Microbotryomycetes,1,2,24.86,7.91,0
B44,ZAN_F4,Microbotryomycetes,1,2,31.78,8.51,0
B44,ZAN_F4,Microbotryomycetes,1,2,40.63,7.45,0
B44,ZAN_F4,Microbotryomycetes,1,2,47.75,8.46,0
B44,ZAN_F4,Microbotryomycetes,1,2,54.73,8.46,0
B44,ZAN_F4,Microbotryomycetes,2,2,0,6.85,0
B44,ZAN_F4,Microbotryomycetes,2,2,11.38,7.32,0
B44,ZAN_F4,Microbotryomycetes,2,2,17.4,7.54,0
B44,ZAN_F4,Microbotryomycetes,2,2,24.86,8.22,0
B44,ZAN_F4,Microbotryomycetes,2,2,31.78,7.75,0
B44,ZAN_F4,Microbotryomycetes,2,2,40.63,7.75,0
B44,ZAN_F4,Microbotryomycetes,2,2,47.75,7.75,0
B44,ZAN_F4,Microbotryomycetes,2,2,54.73,8.12,0
B44,ZAN_F4,Microbotryomycetes,3,2,0,7.51,0
B44,ZAN_F4,Microbotryomycetes,3,2,11.38,7.87,0
B44,ZAN_F4,Microbotryomycetes,3,2,17.4,7.87,0
B44,ZAN_F4,Microbotryomycetes,3,2,24.86,7.62,0
B44,ZAN_F4,Microbotryomycetes,3,2,31.78,7.62,0
B44,ZAN_F4,Microbotryomycetes,3,2,40.63,7.63,0
B44,ZAN_F4,Microbotryomycetes,3,2,47.75,7.88,0
B44,ZAN_F4,Microbotryomycetes,3,2,54.73,7.88,0
B44,EMM_F65,Microbotryomycetes,1,2,0,7.87,0
B44,EMM_F65,Microbotryomycetes,1,2,11.38,7.87,0
B44,EMM_F65,Microbotryomycetes,1,2,17.4,7.8,0
B44,EMM_F65,Microbotryomycetes,1,2,24.86,7.81,0
B44,EMM_F65,Microbotryomycetes,1,2,31.78,7.81,0
B44,EMM_F65,Microbotryomycetes,1,2,40.63,7.71,0
B44,EMM_F65,Microbotryomycetes,1,2,47.75,7.87,0
B44,EMM_F65,Microbotryomycetes,1,2,54.73,7.87,0
B44,EMM_F65,Microbotryomycetes,2,2,0,6.95,0
B44,EMM_F65,Microbotryomycetes,2,2,11.38,7.33,0
B44,EMM_F65,Microbotryomycetes,2,2,17.4,7.33,0
B44,EMM_F65,Microbotryomycetes,2,2,24.86,7.33,0
B44,EMM_F65,Microbotryomycetes,2,2,31.78,7.72,0
B44,EMM_F65,Microbotryomycetes,2,2,40.63,7.73,0
B44,EMM_F65,Microbotryomycetes,2,2,47.75,7.73,0
B44,EMM_F65,Microbotryomycetes,2,2,54.73,7.89,0
B44,EMM_F65,Microbotryomycetes,3,2,0,7.88,0
B44,EMM_F65,Microbotryomycetes,3,2,11.38,7.26,0
B44,EMM_F65,Microbotryomycetes,3,2,17.4,7.43,0
B44,EMM_F65,Microbotryomycetes,3,2,24.86,7.14,0
B44,EMM_F65,Microbotryomycetes,3,2,31.78,7.49,0
B44,EMM_F65,Microbotryomycetes,3,2,40.63,7.49,0
B44,EMM_F65,Microbotryomycetes,3,2,47.75,7.7,0
B44,EMM_F65,Microbotryomycetes,3,2,54.73,7.2,0
B44,EMM_F66,Cystobasidiomycetes,1,2,0,7.85,0
B44,EMM_F66,Cystobasidiomycetes,1,2,11.38,7.44,0
B44,EMM_F66,Cystobasidiomycetes,1,2,17.4,7.27,0
B44,EMM_F66,Cystobasidiomycetes,1,2,24.86,7.27,0
B44,EMM_F66,Cystobasidiomycetes,1,2,31.78,8.32,0
B44,EMM_F66,Cystobasidiomycetes,1,2,40.63,8.37,0
B44,EMM_F66,Cystobasidiomycetes,1,2,47.75,7.9,0
B44,EMM_F66,Cystobasidiomycetes,1,2,54.73,8.12,0
B44,EMM_F66,Cystobasidiomycetes,2,2,0,7.33,0
B44,EMM_F66,Cystobasidiomycetes,2,2,11.38,7.37,0
B44,EMM_F66,Cystobasidiomycetes,2,2,17.4,7.37,0
B44,EMM_F66,Cystobasidiomycetes,2,2,24.86,7.55,0
B44,EMM_F66,Cystobasidiomycetes,2,2,31.78,7.38,0
B44,EMM_F66,Cystobasidiomycetes,2,2,40.63,7.38,0
B44,EMM_F66,Cystobasidiomycetes,2,2,47.75,7.38,0
B44,EMM_F66,Cystobasidiomycetes,2,2,54.73,7.72,0
B44,EMM_F66,Cystobasidiomycetes,3,2,0,7.72,0
B44,EMM_F66,Cystobasidiomycetes,3,2,11.38,7.73,0
B44,EMM_F66,Cystobasidiomycetes,3,2,17.4,7.73,0
B44,EMM_F66,Cystobasidiomycetes,3,2,24.86,7.74,0
B44,EMM_F66,Cystobasidiomycetes,3,2,31.78,7.88,0
B44,EMM_F66,Cystobasidiomycetes,3,2,40.63,7.86,0
B44,EMM_F66,Cystobasidiomycetes,3,2,47.75,8.04,0
B44,EMM_F66,Cystobasidiomycetes,3,2,54.73,7.09,0
B44,EMM_F70,Cystobasidiomycetes,1,2,0,8.73,0
B44,EMM_F70,Cystobasidiomycetes,1,2,11.38,7.4,0
B44,EMM_F70,Cystobasidiomycetes,1,2,17.4,8.48,0
B44,EMM_F70,Cystobasidiomycetes,1,2,24.86,9.29,0
B44,EMM_F70,Cystobasidiomycetes,1,2,31.78,8.89,0
B44,EMM_F70,Cystobasidiomycetes,1,2,40.63,8.31,0
B44,EMM_F70,Cystobasidiomycetes,1,2,47.75,9.75,0
B44,EMM_F70,Cystobasidiomycetes,1,2,54.73,8.63,0
B44,EMM_F70,Cystobasidiomycetes,2,2,0,8.64,0
B44,EMM_F70,Cystobasidiomycetes,2,2,11.38,7.71,0
B44,EMM_F70,Cystobasidiomycetes,2,2,17.4,8.38,0
B44,EMM_F70,Cystobasidiomycetes,2,2,24.86,8.57,0
B44,EMM_F70,Cystobasidiomycetes,2,2,31.78,7.37,0
B44,EMM_F70,Cystobasidiomycetes,2,2,40.63,8.17,0
B44,EMM_F70,Cystobasidiomycetes,2,2,47.75,7.12,0
B44,EMM_F70,Cystobasidiomycetes,2,2,54.73,7.35,0
B44,EMM_F70,Cystobasidiomycetes,3,2,0,7.59,0
B44,EMM_F70,Cystobasidiomycetes,3,2,11.38,7.08,0
B44,EMM_F70,Cystobasidiomycetes,3,2,17.4,7.82,0
B44,EMM_F70,Cystobasidiomycetes,3,2,24.86,7.98,0
B44,EMM_F70,Cystobasidiomycetes,3,2,31.78,7.56,0
B44,EMM_F70,Cystobasidiomycetes,3,2,40.63,7.87,0
B44,EMM_F70,Cystobasidiomycetes,3,2,47.75,8.03,0
B44,EMM_F70,Cystobasidiomycetes,3,2,54.73,7.7,0
B44,Control,Control,1,2,0,6.24,0
B44,Control,Control,1,2,11.38,7.33,0
B44,Control,Control,1,2,17.4,7.34,0
B44,Control,Control,1,2,24.86,7.34,0
B44,Control,Control,1,2,31.78,6.58,0
B44,Control,Control,1,2,40.63,7.89,0
B44,Control,Control,1,2,47.75,7.39,0
B44,Control,Control,1,2,54.73,7.12,0
B44,Control,Control,2,2,0,6.7,0
B44,Control,Control,2,2,11.38,7.4,0
B44,Control,Control,2,2,17.4,5.83,0
B44,Control,Control,2,2,24.86,8.03,0
B44,Control,Control,2,2,31.78,8.18,0
B44,Control,Control,2,2,40.63,8.33,0
B44,Control,Control,2,2,47.75,8.84,0
B44,Control,Control,2,2,54.73,8.56,0
B44,Control,Control,3,2,0,8.03,0
B44,Control,Control,3,2,11.38,8.04,0
B44,Control,Control,3,2,17.4,7.71,0
B44,Control,Control,3,2,24.86,7.87,0
B44,Control,Control,3,2,31.78,7.87,0
B44,Control,Control,3,2,40.63,7.88,0
B44,Control,Control,3,2,47.75,7.88,0
B44,Control,Control,3,2,54.73,8.52,0
B44,EMM_F3,Dothideomycetes,1,4,0,7.56,0.35
B44,EMM_F3,Dothideomycetes,1,4,11.38,7,0.38
B44,EMM_F3,Dothideomycetes,1,4,17.4,7.19,0.11
B44,EMM_F3,Dothideomycetes,1,4,24.86,7.57,0.17
B44,EMM_F3,Dothideomycetes,1,4,31.78,7.84,0.25
B44,EMM_F3,Dothideomycetes,1,4,40.63,7.85,0.12
B44,EMM_F3,Dothideomycetes,1,4,47.75,7.97,0.41
B44,EMM_F3,Dothideomycetes,1,4,54.73,8.21,0.56
B44,EMM_F3,Dothideomycetes,2,4,0,7.61,0.72
B44,EMM_F3,Dothideomycetes,2,4,11.38,7.61,0.63
B44,EMM_F3,Dothideomycetes,2,4,17.4,7.23,0.25
B44,EMM_F3,Dothideomycetes,2,4,24.86,7.53,0.46
B44,EMM_F3,Dothideomycetes,2,4,31.78,8.13,0.83
B44,EMM_F3,Dothideomycetes,2,4,40.63,7.99,0.48
B44,EMM_F3,Dothideomycetes,2,4,47.75,7.99,0.4
B44,EMM_F3,Dothideomycetes,2,4,54.73,8.66,0.78
B44,EMM_F3,Dothideomycetes,3,4,0,8.09,0.26
B44,EMM_F3,Dothideomycetes,3,4,11.38,7.92,0.54
B44,EMM_F3,Dothideomycetes,3,4,17.4,7.73,0.33
B44,EMM_F3,Dothideomycetes,3,4,24.86,7.94,0.52
B44,EMM_F3,Dothideomycetes,3,4,31.78,7.95,0.52
B44,EMM_F3,Dothideomycetes,3,4,40.63,8.36,0.31
B44,EMM_F3,Dothideomycetes,3,4,47.75,7.83,0.27
B44,EMM_F3,Dothideomycetes,3,4,54.73,8.66,0.1
B44,EMM_F34,Dothideomycetes,1,4,0,8.07,-0.02
B44,EMM_F34,Dothideomycetes,1,4,11.38,8.55,0.32
B44,EMM_F34,Dothideomycetes,1,4,17.4,9.65,0
B44,EMM_F34,Dothideomycetes,1,4,24.86,9.51,0.11
B44,EMM_F34,Dothideomycetes,1,4,31.78,8.88,0.19
B44,EMM_F34,Dothideomycetes,1,4,40.63,9.04,0.12
B44,EMM_F34,Dothideomycetes,1,4,47.75,8.19,0.05
