Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,increase
AL65,ZAN_F3,Tremellomycetes,1,6,24.86,10.98,1.79
AL65,ZAN_F3,Tremellomycetes,1,6,31.78,11.29,1.79
AL65,ZAN_F3,Tremellomycetes,1,6,40.63,11.06,1.96
AL65,ZAN_F3,Tremellomycetes,1,6,47.75,10.54,1.44
AL65,ZAN_F3,Tremellomycetes,1,6,54.73,10.99,2.54
AL65,ZAN_F3,Tremellomycetes,2,6,0,12.09,4.64
AL65,ZAN_F3,Tremellomycetes,2,6,11.38,9.48,1.52
AL65,ZAN_F3,Tremellomycetes,2,6,17.4,10.04,1.67
AL65,ZAN_F3,Tremellomycetes,2,6,24.86,9.11,0.49
AL65,ZAN_F3,Tremellomycetes,2,6,31.78,10.88,2.26
AL65,ZAN_F3,Tremellomycetes,2,6,40.63,10.07,2.01
AL65,ZAN_F3,Tremellomycetes,2,6,47.75,8.9,-0.4
AL65,ZAN_F3,Tremellomycetes,2,6,54.73,11.24,2.47
AL65,ZAN_F3,Tremellomycetes,3,6,0,11.24,3.98
AL65,ZAN_F3,Tremellomycetes,3,6,11.38,10.56,3.38
AL65,ZAN_F3,Tremellomycetes,3,6,17.4,10.12,0.91
AL65,ZAN_F3,Tremellomycetes,3,6,24.86,10.47,1.48
AL65,ZAN_F3,Tremellomycetes,3,6,31.78,9.94,0.95
AL65,ZAN_F3,Tremellomycetes,3,6,40.63,9.93,1.18
AL65,ZAN_F3,Tremellomycetes,3,6,47.75,9.93,2.06
AL65,ZAN_F3,Tremellomycetes,3,6,54.73,11.17,3.78
AL65,EMM_F48,Tremellomycetes,1,6,0,11.54,4.67
AL65,EMM_F48,Tremellomycetes,1,6,11.38,10.86,3.36
AL65,EMM_F48,Tremellomycetes,1,6,17.4,9.36,0.71
AL65,EMM_F48,Tremellomycetes,1,6,24.86,10.07,1.82
AL65,EMM_F48,Tremellomycetes,1,6,31.78,10.4,1.93
AL65,EMM_F48,Tremellomycetes,1,6,40.63,9.95,1.34
AL65,EMM_F48,Tremellomycetes,1,6,47.75,9.62,0.87
AL65,EMM_F48,Tremellomycetes,1,6,54.73,12.22,3.22
AL65,EMM_F48,Tremellomycetes,2,6,0,11.79,4.64
AL65,EMM_F48,Tremellomycetes,2,6,11.38,10.14,2.49
AL65,EMM_F48,Tremellomycetes,2,6,17.4,10.13,1.55
AL65,EMM_F48,Tremellomycetes,2,6,24.86,9.97,1.39
AL65,EMM_F48,Tremellomycetes,2,6,31.78,9.6,1.43
AL65,EMM_F48,Tremellomycetes,2,6,40.63,9.92,2.02
AL65,EMM_F48,Tremellomycetes,2,6,47.75,9.92,2.06
AL65,EMM_F48,Tremellomycetes,2,6,54.73,11.08,3.42
AL65,EMM_F48,Tremellomycetes,3,6,0,8.58,2.46
AL65,EMM_F48,Tremellomycetes,3,6,11.38,9.95,1.98
AL65,EMM_F48,Tremellomycetes,3,6,17.4,9.65,1.62
AL65,EMM_F48,Tremellomycetes,3,6,24.86,9.65,1.22
AL65,EMM_F48,Tremellomycetes,3,6,31.78,9.97,1.07
AL65,EMM_F48,Tremellomycetes,3,6,40.63,9.7,0.63
AL65,EMM_F48,Tremellomycetes,3,6,47.75,9.61,1.4
AL65,EMM_F48,Tremellomycetes,3,6,54.73,11.77,3.83
AL65,EMM_F63,Tremellomycetes,1,6,0,11.54,3.69
AL65,EMM_F63,Tremellomycetes,1,6,11.38,10.95,2.87
AL65,EMM_F63,Tremellomycetes,1,6,17.4,10.28,1.38
AL65,EMM_F63,Tremellomycetes,1,6,24.86,10.28,2.39
AL65,EMM_F63,Tremellomycetes,1,6,31.78,10.27,2.15
AL65,EMM_F63,Tremellomycetes,1,6,40.63,9.69,0.45
AL65,EMM_F63,Tremellomycetes,1,6,47.75,9.83,1.29
AL65,EMM_F63,Tremellomycetes,1,6,54.73,11.11,3.38
AL65,EMM_F63,Tremellomycetes,2,6,0,9.76,2.95
AL65,EMM_F63,Tremellomycetes,2,6,11.38,9.05,1.75
AL65,EMM_F63,Tremellomycetes,2,6,17.4,9.81,1.31
AL65,EMM_F63,Tremellomycetes,2,6,24.86,9.81,1.74
AL65,EMM_F63,Tremellomycetes,2,6,31.78,9.31,0.56
AL65,EMM_F63,Tremellomycetes,2,6,40.63,9.76,1.97
AL65,EMM_F63,Tremellomycetes,2,6,47.75,10.04,1.75
AL65,EMM_F63,Tremellomycetes,2,6,54.73,10.04,3.65
AL65,EMM_F63,Tremellomycetes,3,6,0,11.39,2.94
AL65,EMM_F63,Tremellomycetes,3,6,11.38,10.04,2
AL65,EMM_F63,Tremellomycetes,3,6,17.4,10.04,0.95
AL65,EMM_F63,Tremellomycetes,3,6,24.86,10.04,0.95
AL65,EMM_F63,Tremellomycetes,3,6,31.78,10.28,1.48
AL65,EMM_F63,Tremellomycetes,3,6,40.63,9.65,0.84
AL65,EMM_F63,Tremellomycetes,3,6,47.75,9.6,1.56
AL65,EMM_F63,Tremellomycetes,3,6,54.73,10.85,3.08
AL65,EMM_F64,Tremellomycetes,1,6,0,10,3.8
AL65,EMM_F64,Tremellomycetes,1,6,11.38,10,2.71
AL65,EMM_F64,Tremellomycetes,1,6,17.4,9.92,1.66
AL65,EMM_F64,Tremellomycetes,1,6,24.86,9.22,0.94
AL65,EMM_F64,Tremellomycetes,1,6,31.78,10.41,1.82
AL65,EMM_F64,Tremellomycetes,1,6,40.63,10.41,2.79
AL65,EMM_F64,Tremellomycetes,1,6,47.75,10.41,1.73
AL65,EMM_F64,Tremellomycetes,1,6,54.73,10.74,3.13
AL65,EMM_F64,Tremellomycetes,2,6,0,11.03,4.6
AL65,EMM_F64,Tremellomycetes,2,6,11.38,10.3,1.07
AL65,EMM_F64,Tremellomycetes,2,6,17.4,10.3,1.07
AL65,EMM_F64,Tremellomycetes,2,6,24.86,10.3,1.12
AL65,EMM_F64,Tremellomycetes,2,6,31.78,10.29,-0.07
AL65,EMM_F64,Tremellomycetes,2,6,40.63,10.27,0.32
AL65,EMM_F64,Tremellomycetes,2,6,47.75,10.76,1.52
AL65,EMM_F64,Tremellomycetes,2,6,54.73,10.96,1.9
AL65,EMM_F64,Tremellomycetes,3,6,0,11.1,3.69
AL65,EMM_F64,Tremellomycetes,3,6,11.38,10.99,3.29
AL65,EMM_F64,Tremellomycetes,3,6,17.4,10.77,2.82
AL65,EMM_F64,Tremellomycetes,3,6,24.86,10.27,2.31
AL65,EMM_F64,Tremellomycetes,3,6,31.78,10.2,2.24
AL65,EMM_F64,Tremellomycetes,3,6,40.63,10.2,2.24
AL65,EMM_F64,Tremellomycetes,3,6,47.75,10.64,3.48
AL65,EMM_F64,Tremellomycetes,3,6,54.73,12.03,4.86
AL65,EMM_F89,Tremellomycetes,1,6,0,10.08,3.41
AL65,EMM_F89,Tremellomycetes,1,6,11.38,10.08,2.82
AL65,EMM_F89,Tremellomycetes,1,6,17.4,9.45,1.26
AL65,EMM_F89,Tremellomycetes,1,6,24.86,9.91,1.71
AL65,EMM_F89,Tremellomycetes,1,6,31.78,9.91,1.7
AL65,EMM_F89,Tremellomycetes,1,6,40.63,10.31,1.88
AL65,EMM_F89,Tremellomycetes,1,6,47.75,10.31,1.68
AL65,EMM_F89,Tremellomycetes,1,6,54.73,10.84,2.59
AL65,EMM_F89,Tremellomycetes,2,6,0,10.84,2.76
AL65,EMM_F89,Tremellomycetes,2,6,11.38,10.1,2.06
AL65,EMM_F89,Tremellomycetes,2,6,17.4,9.71,1.11
AL65,EMM_F89,Tremellomycetes,2,6,24.86,9.71,1.04
AL65,EMM_F89,Tremellomycetes,2,6,31.78,10.15,1.48
AL65,EMM_F89,Tremellomycetes,2,6,40.63,10.15,1.25
AL65,EMM_F89,Tremellomycetes,2,6,47.75,10.15,1.24
AL65,EMM_F89,Tremellomycetes,2,6,54.73,11.1,2.41
AL65,EMM_F89,Tremellomycetes,3,6,0,11.09,3.49
AL65,EMM_F89,Tremellomycetes,3,6,11.38,10.86,3.29
AL65,EMM_F89,Tremellomycetes,3,6,17.4,10.86,3.04
AL65,EMM_F89,Tremellomycetes,3,6,24.86,10.86,3.02
AL65,EMM_F89,Tremellomycetes,3,6,31.78,10.86,3.13
AL65,EMM_F89,Tremellomycetes,3,6,40.63,11.31,3.7
AL65,EMM_F89,Tremellomycetes,3,6,47.75,10.58,3.3
AL65,EMM_F89,Tremellomycetes,3,6,54.73,12.42,4.77
AL65,EMM_F47,Microbotryomycetes,1,6,0,13.39,4.85
AL65,EMM_F47,Microbotryomycetes,1,6,11.38,11.14,2.6
AL65,EMM_F47,Microbotryomycetes,1,6,17.4,11.14,2.41
AL65,EMM_F47,Microbotryomycetes,1,6,24.86,10.6,2.41
AL65,EMM_F47,Microbotryomycetes,1,6,31.78,10.6,2.02
AL65,EMM_F47,Microbotryomycetes,1,6,40.63,10.59,2.04
AL65,EMM_F47,Microbotryomycetes,1,6,47.75,10.59,1.71
AL65,EMM_F47,Microbotryomycetes,1,6,54.73,10.92,2.5
AL65,EMM_F47,Microbotryomycetes,2,6,0,13.27,6.1
AL65,EMM_F47,Microbotryomycetes,2,6,11.38,11.14,1.95
AL65,EMM_F47,Microbotryomycetes,2,6,17.4,10.73,1.82
AL65,EMM_F47,Microbotryomycetes,2,6,24.86,10.73,1.04
AL65,EMM_F47,Microbotryomycetes,2,6,31.78,10.73,1.98
AL65,EMM_F47,Microbotryomycetes,2,6,40.63,10.73,2.1
AL65,EMM_F47,Microbotryomycetes,2,6,47.75,10.73,2.7
AL65,EMM_F47,Microbotryomycetes,2,6,54.73,10.96,2.88
AL65,EMM_F47,Microbotryomycetes,3,6,0,13.29,5.11
AL65,EMM_F47,Microbotryomycetes,3,6,11.38,10.22,0.43
AL65,EMM_F47,Microbotryomycetes,3,6,17.4,10.21,0.53
AL65,EMM_F47,Microbotryomycetes,3,6,24.86,10.66,1.32
AL65,EMM_F47,Microbotryomycetes,3,6,31.78,9.98,1.09
AL65,EMM_F47,Microbotryomycetes,3,6,40.63,11.54,2.24
AL65,EMM_F47,Microbotryomycetes,3,6,47.75,10.31,1.2
AL65,EMM_F47,Microbotryomycetes,3,6,54.73,11.92,3.75
AL65,EMM_F49,Microbotryomycetes,1,6,0,11.74,4.57
AL65,EMM_F49,Microbotryomycetes,1,6,11.38,10.1,2.42
AL65,EMM_F49,Microbotryomycetes,1,6,17.4,10.49,1.91
AL65,EMM_F49,Microbotryomycetes,1,6,24.86,10.49,2.27
AL65,EMM_F49,Microbotryomycetes,1,6,31.78,10.49,2.27
AL65,EMM_F49,Microbotryomycetes,1,6,40.63,10.49,2.59
AL65,EMM_F49,Microbotryomycetes,1,6,47.75,9.81,1.8
AL65,EMM_F49,Microbotryomycetes,1,6,54.73,10.53,3.25
AL65,EMM_F49,Microbotryomycetes,2,6,0,10.89,3.56
AL65,EMM_F49,Microbotryomycetes,2,6,11.38,10.21,1.97
AL65,EMM_F49,Microbotryomycetes,2,6,17.4,10.2,2.54
AL65,EMM_F49,Microbotryomycetes,2,6,24.86,10.19,2.07
AL65,EMM_F49,Microbotryomycetes,2,6,31.78,9.45,1.96
AL65,EMM_F49,Microbotryomycetes,2,6,40.63,9.44,2.02
AL65,EMM_F49,Microbotryomycetes,2,6,47.75,9.81,1.83
AL65,EMM_F49,Microbotryomycetes,2,6,54.73,11.81,4.43
AL65,EMM_F49,Microbotryomycetes,3,6,0,9.84,2.64
AL65,EMM_F49,Microbotryomycetes,3,6,11.38,9.83,2.2
AL65,EMM_F49,Microbotryomycetes,3,6,17.4,10.56,2.44
AL65,EMM_F49,Microbotryomycetes,3,6,24.86,10.2,2.11
AL65,EMM_F49,Microbotryomycetes,3,6,31.78,10.19,2.45
AL65,EMM_F49,Microbotryomycetes,3,6,40.63,10.69,2.96
AL65,EMM_F49,Microbotryomycetes,3,6,47.75,11.29,3.56
AL65,EMM_F49,Microbotryomycetes,3,6,54.73,11.12,4.62
AL65,ZAN_F4,Microbotryomycetes,1,6,0,11.26,3.39
AL65,ZAN_F4,Microbotryomycetes,1,6,11.38,10.56,2.55
AL65,ZAN_F4,Microbotryomycetes,1,6,17.4,10.89,2.56
AL65,ZAN_F4,Microbotryomycetes,1,6,24.86,9.76,1.35
AL65,ZAN_F4,Microbotryomycetes,1,6,31.78,9.76,1.24
AL65,ZAN_F4,Microbotryomycetes,1,6,40.63,9.76,0.98
AL65,ZAN_F4,Microbotryomycetes,1,6,47.75,9.76,1.5
AL65,ZAN_F4,Microbotryomycetes,1,6,54.73,11.21,3.86
AL65,ZAN_F4,Microbotryomycetes,2,6,0,10.5,4.06
AL65,ZAN_F4,Microbotryomycetes,2,6,11.38,10.5,2.97
AL65,ZAN_F4,Microbotryomycetes,2,6,17.4,10.5,2.53
AL65,ZAN_F4,Microbotryomycetes,2,6,24.86,9.57,0.94
AL65,ZAN_F4,Microbotryomycetes,2,6,31.78,10.1,1.35
AL65,ZAN_F4,Microbotryomycetes,2,6,40.63,9.78,1.51
AL65,ZAN_F4,Microbotryomycetes,2,6,47.75,10.22,2.29
AL65,ZAN_F4,Microbotryomycetes,2,6,54.73,12.76,4.83
AL65,ZAN_F4,Microbotryomycetes,3,6,0,12.77,5.68
AL65,ZAN_F4,Microbotryomycetes,3,6,11.38,11.4,3.58
AL65,ZAN_F4,Microbotryomycetes,3,6,17.4,9.97,1
AL65,ZAN_F4,Microbotryomycetes,3,6,24.86,10.27,1.84
AL65,ZAN_F4,Microbotryomycetes,3,6,31.78,9.85,1.82
AL65,ZAN_F4,Microbotryomycetes,3,6,40.63,9.85,1.94
AL65,ZAN_F4,Microbotryomycetes,3,6,47.75,10.06,2.36
AL65,ZAN_F4,Microbotryomycetes,3,6,54.73,10.98,3.35
AL65,EMM_F65,Microbotryomycetes,1,6,0,11.24,4.23
AL65,EMM_F65,Microbotryomycetes,1,6,11.38,11.92,2.57
AL65,EMM_F65,Microbotryomycetes,1,6,17.4,11.93,2.08
AL65,EMM_F65,Microbotryomycetes,1,6,24.86,11.93,2.39
AL65,EMM_F65,Microbotryomycetes,1,6,31.78,12.26,2.09
AL65,EMM_F65,Microbotryomycetes,1,6,40.63,12.93,2.75
AL65,EMM_F65,Microbotryomycetes,1,6,47.75,12.93,3.52
AL65,EMM_F65,Microbotryomycetes,1,6,54.73,12.93,3.52
AL65,EMM_F65,Microbotryomycetes,2,6,0,12.92,5.57
AL65,EMM_F65,Microbotryomycetes,2,6,11.38,11.46,3.39
AL65,EMM_F65,Microbotryomycetes,2,6,17.4,10.13,2.46
AL65,EMM_F65,Microbotryomycetes,2,6,24.86,10.13,1.46
AL65,EMM_F65,Microbotryomycetes,2,6,31.78,10.13,2.06
AL65,EMM_F65,Microbotryomycetes,2,6,40.63,11.57,3.21
AL65,EMM_F65,Microbotryomycetes,2,6,47.75,11.57,3.03
AL65,EMM_F65,Microbotryomycetes,2,6,54.73,12.28,5.13
AL65,EMM_F65,Microbotryomycetes,3,6,0,10.56,2.15
AL65,EMM_F65,Microbotryomycetes,3,6,11.38,10.86,1.84
AL65,EMM_F65,Microbotryomycetes,3,6,17.4,9.76,0.41
AL65,EMM_F65,Microbotryomycetes,3,6,24.86,9.76,0.41
AL65,EMM_F65,Microbotryomycetes,3,6,31.78,10.07,0.12
AL65,EMM_F65,Microbotryomycetes,3,6,40.63,10.07,0.39
AL65,EMM_F65,Microbotryomycetes,3,6,47.75,10.52,0.73
AL65,EMM_F65,Microbotryomycetes,3,6,54.73,10.53,1.33
AL65,EMM_F66,Cystobasidiomycetes,1,6,0,11.7,5.32
AL65,EMM_F66,Cystobasidiomycetes,1,6,11.38,10.21,3.24
AL65,EMM_F66,Cystobasidiomycetes,1,6,17.4,8.95,2.13
AL65,EMM_F66,Cystobasidiomycetes,1,6,24.86,9.91,0.89
AL65,EMM_F66,Cystobasidiomycetes,1,6,31.78,10.8,1.94
AL65,EMM_F66,Cystobasidiomycetes,1,6,40.63,9.57,0.93
AL65,EMM_F66,Cystobasidiomycetes,1,6,47.75,9.57,1.67
AL65,EMM_F66,Cystobasidiomycetes,1,6,54.73,10.57,3.27
AL65,EMM_F66,Cystobasidiomycetes,2,6,0,11.7,2.73
AL65,EMM_F66,Cystobasidiomycetes,2,6,11.38,8.75,0.99
AL65,EMM_F66,Cystobasidiomycetes,2,6,17.4,9.56,1.45
AL65,EMM_F66,Cystobasidiomycetes,2,6,24.86,9.56,1.04
AL65,EMM_F66,Cystobasidiomycetes,2,6,31.78,9.56,1.03
AL65,EMM_F66,Cystobasidiomycetes,2,6,40.63,9.56,0.65
AL65,EMM_F66,Cystobasidiomycetes,2,6,47.75,9.85,0.45
AL65,EMM_F66,Cystobasidiomycetes,2,6,54.73,10.24,1.46
AL65,EMM_F66,Cystobasidiomycetes,3,6,0,11.23,2.64
AL65,EMM_F66,Cystobasidiomycetes,3,6,11.38,10.47,1.51
AL65,EMM_F66,Cystobasidiomycetes,3,6,17.4,10.8,1.84
AL65,EMM_F66,Cystobasidiomycetes,3,6,24.86,10.12,0.2
AL65,EMM_F66,Cystobasidiomycetes,3,6,31.78,10.12,0.14
AL65,EMM_F66,Cystobasidiomycetes,3,6,40.63,10.12,0.13
AL65,EMM_F66,Cystobasidiomycetes,3,6,47.75,10.12,0.89
AL65,EMM_F66,Cystobasidiomycetes,3,6,54.73,10.24,2.17
AL65,EMM_F70,Cystobasidiomycetes,1,6,0,10.87,4.02
AL65,EMM_F70,Cystobasidiomycetes,1,6,11.38,10.33,2
AL65,EMM_F70,Cystobasidiomycetes,1,6,17.4,10.33,2
AL65,EMM_F70,Cystobasidiomycetes,1,6,24.86,10.32,0.6
AL65,EMM_F70,Cystobasidiomycetes,1,6,31.78,10.31,0.6
AL65,EMM_F70,Cystobasidiomycetes,1,6,40.63,10.31,0.95
AL65,EMM_F70,Cystobasidiomycetes,1,6,47.75,10.31,1.05
AL65,EMM_F70,Cystobasidiomycetes,1,6,54.73,10.31,2.38
AL65,EMM_F70,Cystobasidiomycetes,2,6,0,10.87,2.94
AL65,EMM_F70,Cystobasidiomycetes,2,6,11.38,10.72,1.65
AL65,EMM_F70,Cystobasidiomycetes,2,6,17.4,10.7,1.65
AL65,EMM_F70,Cystobasidiomycetes,2,6,24.86,10.7,1.39
AL65,EMM_F70,Cystobasidiomycetes,2,6,31.78,10.68,1.37
AL65,EMM_F70,Cystobasidiomycetes,2,6,40.63,10.68,1.37
AL65,EMM_F70,Cystobasidiomycetes,2,6,47.75,9.86,1.11
AL65,EMM_F70,Cystobasidiomycetes,2,6,54.73,12.26,3.64
AL65,EMM_F70,Cystobasidiomycetes,3,6,0,11.94,3.32
AL65,EMM_F70,Cystobasidiomycetes,3,6,11.38,9.83,0.74
AL65,EMM_F70,Cystobasidiomycetes,3,6,17.4,10.08,0.99
AL65,EMM_F70,Cystobasidiomycetes,3,6,24.86,10.08,0.99
AL65,EMM_F70,Cystobasidiomycetes,3,6,31.78,9.84,0.26
AL65,EMM_F70,Cystobasidiomycetes,3,6,40.63,10.32,0.26
AL65,EMM_F70,Cystobasidiomycetes,3,6,47.75,9.95,0.32
AL65,EMM_F70,Cystobasidiomycetes,3,6,54.73,10.62,1.06
AL65,Control,Control,1,6,0,9.64,3.55
AL65,Control,Control,1,6,11.38,10.05,3.58
AL65,Control,Control,1,6,17.4,10.05,2.48
AL65,Control,Control,1,6,24.86,10.05,2.96
AL65,Control,Control,1,6,31.78,10.05,2.61
AL65,Control,Control,1,6,40.63,10.27,2.43
AL65,Control,Control,1,6,47.75,10.27,3.02
AL65,Control,Control,1,6,54.73,11.05,3.8
AL65,Control,Control,2,6,0,10.02,na
AL65,Control,Control,2,6,11.38,9.35,na
AL65,Control,Control,2,6,17.4,9.76,na
AL65,Control,Control,2,6,24.86,9.4,na
AL65,Control,Control,2,6,31.78,9.4,na
AL65,Control,Control,2,6,40.63,9.68,na
AL65,Control,Control,2,6,47.75,10.28,na
AL65,Control,Control,2,6,54.73,9.75,na
AL65,Control,Control,3,6,0,11.06,4.76
AL65,Control,Control,3,6,11.38,9.89,2.97
AL65,Control,Control,3,6,17.4,9.29,1.45
AL65,Control,Control,3,6,24.86,9.74,2.35
AL65,Control,Control,3,6,31.78,9.74,2.21
AL65,Control,Control,3,6,40.63,9.74,1.94
AL65,Control,Control,3,6,47.75,9.74,2.11
AL65,Control,Control,3,6,54.73,10.37,2.75
