Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,colony_diameter_control,increase
B52,EMM_F65,Microbotryomycetes,1,8,0,9.57,10.55,1.65
B52,EMM_F65,Microbotryomycetes,1,8,11.38,9.57,10.12,2.1
B52,EMM_F65,Microbotryomycetes,1,8,17.4,9.01,9.98,1.03
B52,EMM_F65,Microbotryomycetes,1,8,24.86,9.01,9.83,0.96
B52,EMM_F65,Microbotryomycetes,1,8,31.78,9.65,9.83,1.78
B52,EMM_F65,Microbotryomycetes,1,8,40.63,9.1,9.83,1.43
B52,EMM_F65,Microbotryomycetes,1,8,47.75,8.73,10.05,1.06
B52,EMM_F65,Microbotryomycetes,1,8,54.73,8.94,10.05,0.74
B52,EMM_F65,Microbotryomycetes,2,8,0,9.23,9.05,2.5
B52,EMM_F65,Microbotryomycetes,2,8,11.38,9.52,9.18,2.79
B52,EMM_F65,Microbotryomycetes,2,8,17.4,9.93,9.18,2.82
B52,EMM_F65,Microbotryomycetes,2,8,24.86,10.1,9.37,2.98
B52,EMM_F65,Microbotryomycetes,2,8,31.78,9.63,9.25,2.63
B52,EMM_F65,Microbotryomycetes,2,8,40.63,7.65,9.32,0.81
B52,EMM_F65,Microbotryomycetes,2,8,47.75,10.08,9.54,3.18
B52,EMM_F65,Microbotryomycetes,2,8,54.73,9.63,9.54,3.25
B52,EMM_F65,Microbotryomycetes,3,8,0,8.7,9.52,2.24
B52,EMM_F65,Microbotryomycetes,3,8,11.38,9.25,9.82,2.79
B52,EMM_F65,Microbotryomycetes,3,8,17.4,9.08,9.5,2.08
B52,EMM_F65,Microbotryomycetes,3,8,24.86,9.33,9.69,1.13
B52,EMM_F65,Microbotryomycetes,3,8,31.78,9.36,10,3.79
B52,EMM_F65,Microbotryomycetes,3,8,40.63,9.37,10,2.26
B52,EMM_F65,Microbotryomycetes,3,8,47.75,9.24,10,2.34
B52,EMM_F65,Microbotryomycetes,3,8,54.73,9,10,2.51
B52,SP_F14,Dothideomycetes,1,8,0,0,10.55,-6.89
B52,SP_F14,Dothideomycetes,1,8,11.38,8.3,10.12,1.35
B52,SP_F14,Dothideomycetes,1,8,17.4,8.56,9.98,2.64
B52,SP_F14,Dothideomycetes,1,8,24.86,8.57,9.83,1.4
B52,SP_F14,Dothideomycetes,1,8,31.78,8.57,9.83,1.29
B52,SP_F14,Dothideomycetes,1,8,40.63,8.57,9.83,2.58
B52,SP_F14,Dothideomycetes,1,8,47.75,8.58,10.05,1.94
B52,SP_F14,Dothideomycetes,1,8,54.73,8.46,10.05,1.28
B52,SP_F14,Dothideomycetes,2,8,0,2.91,9.05,-3.87
B52,SP_F14,Dothideomycetes,2,8,11.38,8.09,9.18,1.08
B52,SP_F14,Dothideomycetes,2,8,17.4,8.31,9.18,1.2
B52,SP_F14,Dothideomycetes,2,8,24.86,8.4,9.37,1.28
B52,SP_F14,Dothideomycetes,2,8,31.78,8.68,9.25,2.05
B52,SP_F14,Dothideomycetes,2,8,40.63,8.73,9.32,1.9
B52,SP_F14,Dothideomycetes,2,8,47.75,8.73,9.54,1.73
B52,SP_F14,Dothideomycetes,2,8,54.73,9.13,9.54,1.8
B52,SP_F14,Dothideomycetes,3,8,0,0,9.52,0
B52,SP_F14,Dothideomycetes,3,8,11.38,5.42,9.82,0.38
B52,SP_F14,Dothideomycetes,3,8,17.4,7.65,9.5,1.28
B52,SP_F14,Dothideomycetes,3,8,24.86,7.65,9.69,1.35
B52,SP_F14,Dothideomycetes,3,8,31.78,7.66,10,1.36
B52,SP_F14,Dothideomycetes,3,8,40.63,7.66,10,1.96
B52,SP_F14,Dothideomycetes,3,8,47.75,7.66,10,1.65
B52,SP_F14,Dothideomycetes,3,8,54.73,7.66,10,1.32
B52,Control,Control,1,8,0,10.55,10.55,3.91
B52,Control,Control,1,8,11.38,10.12,10.12,2.97
B52,Control,Control,1,8,17.4,9.98,9.98,2.82
B52,Control,Control,1,8,24.86,9.83,9.83,3.3
B52,Control,Control,1,8,31.78,9.83,9.83,3.48
B52,Control,Control,1,8,40.63,9.83,9.83,3.48
B52,Control,Control,1,8,47.75,10.05,10.05,3.7
B52,Control,Control,1,8,54.73,10.05,10.05,3.7
B52,Control,Control,2,8,0,9.05,9.05,2.73
B52,Control,Control,2,8,11.38,9.18,9.18,2.86
B52,Control,Control,2,8,17.4,9.18,9.18,2.45
B52,Control,Control,2,8,24.86,9.37,9.37,2.56
B52,Control,Control,2,8,31.78,9.25,9.25,2.63
B52,Control,Control,2,8,40.63,9.32,9.32,2.7
B52,Control,Control,2,8,47.75,9.54,9.54,2.64
B52,Control,Control,2,8,54.73,9.54,9.54,2.97
B52,Control,Control,3,8,0,9.52,9.52,2.74
B52,Control,Control,3,8,11.38,9.82,9.82,3.41
B52,Control,Control,3,8,17.4,9.5,9.5,3.09
B52,Control,Control,3,8,24.86,9.69,9.69,3.75
B52,Control,Control,3,8,31.78,10,10,3.77
B52,Control,Control,3,8,40.63,10,10,3.76
B52,Control,Control,3,8,47.75,10,10,3.76
B52,Control,Control,3,8,54.73,10,10,3.76
