Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,colony_diameter_control,increase
B30,EMM_F3,Dothideomycetes,1,2,0,7.42,8.01,0
B30,EMM_F3,Dothideomycetes,1,2,11.38,7.42,8,0
B30,EMM_F3,Dothideomycetes,1,2,17.4,8.06,7.69,0
B30,EMM_F3,Dothideomycetes,1,2,24.86,8.06,7.41,0
B30,EMM_F3,Dothideomycetes,1,2,31.78,8.22,6.92,0
B30,EMM_F3,Dothideomycetes,1,2,40.63,7.99,7.72,0
B30,EMM_F3,Dothideomycetes,1,2,47.75,8.11,6.82,0
B30,EMM_F3,Dothideomycetes,1,2,54.73,6.61,7.08,0
B30,EMM_F3,Dothideomycetes,2,2,0,7.05,7.71,0
B30,EMM_F3,Dothideomycetes,2,2,11.38,7.83,7.54,0
B30,EMM_F3,Dothideomycetes,2,2,17.4,8.12,7.54,0
B30,EMM_F3,Dothideomycetes,2,2,24.86,8.14,7.55,0
B30,EMM_F3,Dothideomycetes,2,2,31.78,7.84,7.7,0
B30,EMM_F3,Dothideomycetes,2,2,40.63,7.83,7.71,0
B30,EMM_F3,Dothideomycetes,2,2,47.75,7.69,7.71,0
B30,EMM_F3,Dothideomycetes,2,2,54.73,7.2,7.07,0
B30,EMM_F3,Dothideomycetes,3,2,0,7.29,7.61,0
B30,EMM_F3,Dothideomycetes,3,2,11.38,7.63,8.11,0
B30,EMM_F3,Dothideomycetes,3,2,17.4,7.63,8.17,0
B30,EMM_F3,Dothideomycetes,3,2,24.86,8.34,8.86,0
B30,EMM_F3,Dothideomycetes,3,2,31.78,8.08,7.38,0
B30,EMM_F3,Dothideomycetes,3,2,40.63,7.65,8.38,0
B30,EMM_F3,Dothideomycetes,3,2,47.75,7.08,8.38,0
B30,EMM_F3,Dothideomycetes,3,2,54.73,7.51,6.56,0
B30,EMM_F34,Dothideomycetes,1,2,0,7.82,8.01,0
B30,EMM_F34,Dothideomycetes,1,2,11.38,6.61,8,0
B30,EMM_F34,Dothideomycetes,1,2,17.4,8.18,7.69,0
B30,EMM_F34,Dothideomycetes,1,2,24.86,8.17,7.41,0
B30,EMM_F34,Dothideomycetes,1,2,31.78,7.93,6.92,0
B30,EMM_F34,Dothideomycetes,1,2,40.63,7.73,7.72,0
B30,EMM_F34,Dothideomycetes,1,2,47.75,7.43,6.82,0
B30,EMM_F34,Dothideomycetes,1,2,54.73,7.61,7.08,0
B30,EMM_F34,Dothideomycetes,2,2,0,7.68,7.71,0
B30,EMM_F34,Dothideomycetes,2,2,11.38,8.04,7.54,0
B30,EMM_F34,Dothideomycetes,2,2,17.4,8.08,7.54,0
B30,EMM_F34,Dothideomycetes,2,2,24.86,8.27,7.55,0
B30,EMM_F34,Dothideomycetes,2,2,31.78,8.29,7.7,0
B30,EMM_F34,Dothideomycetes,2,2,40.63,9.05,7.71,0
B30,EMM_F34,Dothideomycetes,2,2,47.75,8.46,7.71,0
B30,EMM_F34,Dothideomycetes,2,2,54.73,9.01,7.07,0
B30,EMM_F34,Dothideomycetes,3,2,0,9.74,7.61,0
B30,EMM_F34,Dothideomycetes,3,2,11.38,8.46,8.11,0
B30,EMM_F34,Dothideomycetes,3,2,17.4,7.78,8.17,0
B30,EMM_F34,Dothideomycetes,3,2,24.86,8.05,8.86,0
B30,EMM_F34,Dothideomycetes,3,2,31.78,8.32,7.38,0
B30,EMM_F34,Dothideomycetes,3,2,40.63,8.33,8.38,0
B30,EMM_F34,Dothideomycetes,3,2,47.75,8.34,8.38,0
B30,EMM_F34,Dothideomycetes,3,2,54.73,8.33,6.56,0
B30,SP_F14,Dothideomycetes,1,2,0,8.62,8.01,0
B30,SP_F14,Dothideomycetes,1,2,11.38,8.02,8,0
B30,SP_F14,Dothideomycetes,1,2,17.4,8.19,7.69,0
B30,SP_F14,Dothideomycetes,1,2,24.86,8.31,7.41,0
B30,SP_F14,Dothideomycetes,1,2,31.78,6.97,6.92,0
B30,SP_F14,Dothideomycetes,1,2,40.63,7.72,7.72,0
B30,SP_F14,Dothideomycetes,1,2,47.75,7.36,6.82,0
B30,SP_F14,Dothideomycetes,1,2,54.73,7.66,7.08,0
B30,SP_F14,Dothideomycetes,2,2,0,7.16,7.71,0
B30,SP_F14,Dothideomycetes,2,2,11.38,8.32,7.54,0
B30,SP_F14,Dothideomycetes,2,2,17.4,7.38,7.54,0
B30,SP_F14,Dothideomycetes,2,2,24.86,7.47,7.55,0
B30,SP_F14,Dothideomycetes,2,2,31.78,7.47,7.7,0
B30,SP_F14,Dothideomycetes,2,2,40.63,7.29,7.71,0
B30,SP_F14,Dothideomycetes,2,2,47.75,7.62,7.71,0
B30,SP_F14,Dothideomycetes,2,2,54.73,8.38,7.07,0
B30,SP_F14,Dothideomycetes,3,2,0,7.04,7.61,0
B30,SP_F14,Dothideomycetes,3,2,11.38,7.21,8.11,0
B30,SP_F14,Dothideomycetes,3,2,17.4,7.74,8.17,0
B30,SP_F14,Dothideomycetes,3,2,24.86,8.02,8.86,0
B30,SP_F14,Dothideomycetes,3,2,31.78,8.03,7.38,0
B30,SP_F14,Dothideomycetes,3,2,40.63,7.46,8.38,0
B30,SP_F14,Dothideomycetes,3,2,47.75,7.75,8.38,0
B30,SP_F14,Dothideomycetes,3,2,54.73,8.05,6.56,0
B30,EMM_F7,Tremellomycetes,1,2,0,8.2,8.01,0
B30,EMM_F7,Tremellomycetes,1,2,11.38,8.55,8,0
B30,EMM_F7,Tremellomycetes,1,2,17.4,8.15,7.69,0
B30,EMM_F7,Tremellomycetes,1,2,24.86,8.16,7.41,0
B30,EMM_F7,Tremellomycetes,1,2,31.78,8.16,6.92,0
B30,EMM_F7,Tremellomycetes,1,2,40.63,8.2,7.72,0
B30,EMM_F7,Tremellomycetes,1,2,47.75,8.21,6.82,0
B30,EMM_F7,Tremellomycetes,1,2,54.73,8.21,7.08,0
B30,EMM_F7,Tremellomycetes,2,2,0,8.63,7.71,0
B30,EMM_F7,Tremellomycetes,2,2,11.38,7.89,7.54,0
B30,EMM_F7,Tremellomycetes,2,2,17.4,8.22,7.54,0
B30,EMM_F7,Tremellomycetes,2,2,24.86,8.78,7.55,0
B30,EMM_F7,Tremellomycetes,2,2,31.78,8.54,7.7,0
B30,EMM_F7,Tremellomycetes,2,2,40.63,8.54,7.71,0
B30,EMM_F7,Tremellomycetes,2,2,47.75,8.54,7.71,0
B30,EMM_F7,Tremellomycetes,2,2,54.73,8.55,7.07,0
B30,EMM_F7,Tremellomycetes,3,2,0,7.71,7.61,0
B30,EMM_F7,Tremellomycetes,3,2,11.38,8.35,8.11,0
B30,EMM_F7,Tremellomycetes,3,2,17.4,8.35,8.17,0
B30,EMM_F7,Tremellomycetes,3,2,24.86,8.35,8.86,0
B30,EMM_F7,Tremellomycetes,3,2,31.78,7.86,7.38,0
B30,EMM_F7,Tremellomycetes,3,2,40.63,7.86,8.38,0
B30,EMM_F7,Tremellomycetes,3,2,47.75,8.08,8.38,0
B30,EMM_F7,Tremellomycetes,3,2,54.73,7.99,6.56,0
B30,ZAN_F3,Tremellomycetes,1,2,0,5.5,8.01,0
B30,ZAN_F3,Tremellomycetes,1,2,11.38,6.59,8,0
B30,ZAN_F3,Tremellomycetes,1,2,17.4,8.63,7.69,0
B30,ZAN_F3,Tremellomycetes,1,2,24.86,7.04,7.41,0
B30,ZAN_F3,Tremellomycetes,1,2,31.78,7.47,6.92,0
B30,ZAN_F3,Tremellomycetes,1,2,40.63,7.26,7.72,0
B30,ZAN_F3,Tremellomycetes,1,2,47.75,7.52,6.82,0
B30,ZAN_F3,Tremellomycetes,1,2,54.73,7.76,7.08,0
B30,ZAN_F3,Tremellomycetes,2,2,0,8.27,7.71,0
B30,ZAN_F3,Tremellomycetes,2,2,11.38,7.21,7.54,0
B30,ZAN_F3,Tremellomycetes,2,2,17.4,8.14,7.54,0
B30,ZAN_F3,Tremellomycetes,2,2,24.86,8,7.55,0
B30,ZAN_F3,Tremellomycetes,2,2,31.78,7.83,7.7,0
B30,ZAN_F3,Tremellomycetes,2,2,40.63,7.88,7.71,0
B30,ZAN_F3,Tremellomycetes,2,2,47.75,8.39,7.71,0
B30,ZAN_F3,Tremellomycetes,2,2,54.73,7.49,7.07,0
B30,ZAN_F3,Tremellomycetes,3,2,0,7.49,7.61,0
B30,ZAN_F3,Tremellomycetes,3,2,11.38,7.49,8.11,0
B30,ZAN_F3,Tremellomycetes,3,2,17.4,7.49,8.17,0
B30,ZAN_F3,Tremellomycetes,3,2,24.86,7.49,8.86,0
B30,ZAN_F3,Tremellomycetes,3,2,31.78,7.06,7.38,0
B30,ZAN_F3,Tremellomycetes,3,2,40.63,7.37,8.38,0
B30,ZAN_F3,Tremellomycetes,3,2,47.75,7.3,8.38,0
B30,ZAN_F3,Tremellomycetes,3,2,54.73,7.3,6.56,0
B30,EMM_F48,Tremellomycetes,1,2,0,5.62,8.01,0
B30,EMM_F48,Tremellomycetes,1,2,11.38,6.3,8,0
B30,EMM_F48,Tremellomycetes,1,2,17.4,7.75,7.69,0
B30,EMM_F48,Tremellomycetes,1,2,24.86,7.03,7.41,0
B30,EMM_F48,Tremellomycetes,1,2,31.78,7.48,6.92,0
B30,EMM_F48,Tremellomycetes,1,2,40.63,7.48,7.72,0
B30,EMM_F48,Tremellomycetes,1,2,47.75,7.63,6.82,0
B30,EMM_F48,Tremellomycetes,1,2,54.73,8.02,7.08,0
B30,EMM_F48,Tremellomycetes,2,2,0,8.58,7.71,0
B30,EMM_F48,Tremellomycetes,2,2,11.38,7.3,7.54,0
B30,EMM_F48,Tremellomycetes,2,2,17.4,7.74,7.54,0
B30,EMM_F48,Tremellomycetes,2,2,24.86,7.75,7.55,0
B30,EMM_F48,Tremellomycetes,2,2,31.78,8.41,7.7,0
B30,EMM_F48,Tremellomycetes,2,2,40.63,8.41,7.71,0
B30,EMM_F48,Tremellomycetes,2,2,47.75,8.41,7.71,0
B30,EMM_F48,Tremellomycetes,2,2,54.73,8.4,7.07,0
B30,EMM_F48,Tremellomycetes,3,2,0,8,7.61,0
B30,EMM_F48,Tremellomycetes,3,2,11.38,7.47,8.11,0
B30,EMM_F48,Tremellomycetes,3,2,17.4,8,8.17,0
B30,EMM_F48,Tremellomycetes,3,2,24.86,8,8.86,0
B30,EMM_F48,Tremellomycetes,3,2,31.78,7.84,7.38,0
B30,EMM_F48,Tremellomycetes,3,2,40.63,7.8,8.38,0
B30,EMM_F48,Tremellomycetes,3,2,47.75,7.8,8.38,0
B30,EMM_F48,Tremellomycetes,3,2,54.73,7.83,6.56,0
B30,EMM_F63,Tremellomycetes,1,2,0,8.02,8.01,0
B30,EMM_F63,Tremellomycetes,1,2,11.38,8.23,8,0
B30,EMM_F63,Tremellomycetes,1,2,17.4,8.23,7.69,0
B30,EMM_F63,Tremellomycetes,1,2,24.86,8.23,7.41,0
B30,EMM_F63,Tremellomycetes,1,2,31.78,7.71,6.92,0
B30,EMM_F63,Tremellomycetes,1,2,40.63,7.71,7.72,0
B30,EMM_F63,Tremellomycetes,1,2,47.75,7.98,6.82,0
B30,EMM_F63,Tremellomycetes,1,2,54.73,8.01,7.08,0
B30,EMM_F63,Tremellomycetes,2,2,0,7.73,7.71,0
B30,EMM_F63,Tremellomycetes,2,2,11.38,7.22,7.54,0
B30,EMM_F63,Tremellomycetes,2,2,17.4,7.52,7.54,0
B30,EMM_F63,Tremellomycetes,2,2,24.86,7.52,7.55,0
B30,EMM_F63,Tremellomycetes,2,2,31.78,7.52,7.7,0
B30,EMM_F63,Tremellomycetes,2,2,40.63,7.75,7.71,0
B30,EMM_F63,Tremellomycetes,2,2,47.75,7.65,7.71,0
B30,EMM_F63,Tremellomycetes,2,2,54.73,7.63,7.07,0
B30,EMM_F63,Tremellomycetes,3,2,0,7.62,7.61,0
B30,EMM_F63,Tremellomycetes,3,2,11.38,7.63,8.11,0
B30,EMM_F63,Tremellomycetes,3,2,17.4,7.62,8.17,0
B30,EMM_F63,Tremellomycetes,3,2,24.86,7.61,8.86,0
B30,EMM_F63,Tremellomycetes,3,2,31.78,7.6,7.38,0
B30,EMM_F63,Tremellomycetes,3,2,40.63,7.86,8.38,0
B30,EMM_F63,Tremellomycetes,3,2,47.75,7.77,8.38,0
B30,EMM_F63,Tremellomycetes,3,2,54.73,7.79,6.56,0
B30,EMM_F64,Tremellomycetes,1,2,0,7.26,8.01,0
B30,EMM_F64,Tremellomycetes,1,2,11.38,6.76,8,0
B30,EMM_F64,Tremellomycetes,1,2,17.4,6.17,7.69,0
B30,EMM_F64,Tremellomycetes,1,2,24.86,7.23,7.41,0
B30,EMM_F64,Tremellomycetes,1,2,31.78,7.25,6.92,0
B30,EMM_F64,Tremellomycetes,1,2,40.63,6.74,7.72,0
B30,EMM_F64,Tremellomycetes,1,2,47.75,5.93,6.82,0
B30,EMM_F64,Tremellomycetes,1,2,54.73,6.76,7.08,0
B30,EMM_F64,Tremellomycetes,2,2,0,6.94,7.71,0
B30,EMM_F64,Tremellomycetes,2,2,11.38,9.06,7.54,0
B30,EMM_F64,Tremellomycetes,2,2,17.4,9.06,7.54,0
B30,EMM_F64,Tremellomycetes,2,2,24.86,8.11,7.55,0
B30,EMM_F64,Tremellomycetes,2,2,31.78,8.1,7.7,0
B30,EMM_F64,Tremellomycetes,2,2,40.63,8.54,7.71,0
B30,EMM_F64,Tremellomycetes,2,2,47.75,8.4,7.71,0
B30,EMM_F64,Tremellomycetes,2,2,54.73,8.4,7.07,0
B30,EMM_F64,Tremellomycetes,3,2,0,7.19,7.61,0
B30,EMM_F64,Tremellomycetes,3,2,11.38,7.53,8.11,0
B30,EMM_F64,Tremellomycetes,3,2,17.4,7.84,8.17,0
B30,EMM_F64,Tremellomycetes,3,2,24.86,7.87,8.86,0
B30,EMM_F64,Tremellomycetes,3,2,31.78,7.36,7.38,0
B30,EMM_F64,Tremellomycetes,3,2,40.63,7.4,8.38,0
B30,EMM_F64,Tremellomycetes,3,2,47.75,7.72,8.38,0
B30,EMM_F64,Tremellomycetes,3,2,54.73,8.01,6.56,0
B30,EMM_F89,Tremellomycetes,1,2,0,7.61,8.01,0
B30,EMM_F89,Tremellomycetes,1,2,11.38,7.98,8,0
B30,EMM_F89,Tremellomycetes,1,2,17.4,7.08,7.69,0
B30,EMM_F89,Tremellomycetes,1,2,24.86,8.34,7.41,0
B30,EMM_F89,Tremellomycetes,1,2,31.78,8.15,6.92,0
B30,EMM_F89,Tremellomycetes,1,2,40.63,6.98,7.72,0
B30,EMM_F89,Tremellomycetes,1,2,47.75,7.93,6.82,0
B30,EMM_F89,Tremellomycetes,1,2,54.73,7.11,7.08,0
B30,EMM_F89,Tremellomycetes,2,2,0,7.11,7.71,0
B30,EMM_F89,Tremellomycetes,2,2,11.38,7.11,7.54,0
B30,EMM_F89,Tremellomycetes,2,2,17.4,7.5,7.54,0
B30,EMM_F89,Tremellomycetes,2,2,24.86,8.48,7.55,0
B30,EMM_F89,Tremellomycetes,2,2,31.78,8.65,7.7,0
B30,EMM_F89,Tremellomycetes,2,2,40.63,8.85,7.71,0
B30,EMM_F89,Tremellomycetes,2,2,47.75,8.52,7.71,0
B30,EMM_F89,Tremellomycetes,2,2,54.73,8.26,7.07,0
B30,EMM_F89,Tremellomycetes,3,2,0,8.26,7.61,0
B30,EMM_F89,Tremellomycetes,3,2,11.38,7.59,8.11,0
B30,EMM_F89,Tremellomycetes,3,2,17.4,7.59,8.17,0
B30,EMM_F89,Tremellomycetes,3,2,24.86,7.32,8.86,0
B30,EMM_F89,Tremellomycetes,3,2,31.78,7.98,7.38,0
B30,EMM_F89,Tremellomycetes,3,2,40.63,6.33,8.38,0
B30,EMM_F89,Tremellomycetes,3,2,47.75,7.26,8.38,0
B30,EMM_F89,Tremellomycetes,3,2,54.73,6.16,6.56,0
B30,EMM_F66,Cystobasidiomycetes,1,2,0,7.84,8.01,0
B30,EMM_F66,Cystobasidiomycetes,1,2,11.38,7.63,8,0
B30,EMM_F66,Cystobasidiomycetes,1,2,17.4,8.23,7.69,0
B30,EMM_F66,Cystobasidiomycetes,1,2,24.86,8.68,7.41,0
B30,EMM_F66,Cystobasidiomycetes,1,2,31.78,8.23,6.92,0
B30,EMM_F66,Cystobasidiomycetes,1,2,40.63,7.65,7.72,0
B30,EMM_F66,Cystobasidiomycetes,1,2,47.75,8.14,6.82,0
B30,EMM_F66,Cystobasidiomycetes,1,2,54.73,8.92,7.08,0
B30,EMM_F66,Cystobasidiomycetes,2,2,0,8.66,7.71,0
B30,EMM_F66,Cystobasidiomycetes,2,2,11.38,7.9,7.54,0
B30,EMM_F66,Cystobasidiomycetes,2,2,17.4,7.56,7.54,0
B30,EMM_F66,Cystobasidiomycetes,2,2,24.86,8.75,7.55,0
B30,EMM_F66,Cystobasidiomycetes,2,2,31.78,8.85,7.7,0
B30,EMM_F66,Cystobasidiomycetes,2,2,40.63,8.77,7.71,0
B30,EMM_F66,Cystobasidiomycetes,2,2,47.75,8.42,7.71,0
B30,EMM_F66,Cystobasidiomycetes,2,2,54.73,8.42,7.07,0
B30,EMM_F66,Cystobasidiomycetes,3,2,0,7.41,7.61,0
B30,EMM_F66,Cystobasidiomycetes,3,2,11.38,7.67,8.11,0
B30,EMM_F66,Cystobasidiomycetes,3,2,17.4,8.42,8.17,0
B30,EMM_F66,Cystobasidiomycetes,3,2,24.86,8.44,8.86,0
B30,EMM_F66,Cystobasidiomycetes,3,2,31.78,7.93,7.38,0
B30,EMM_F66,Cystobasidiomycetes,3,2,40.63,8.55,8.38,0
B30,EMM_F66,Cystobasidiomycetes,3,2,47.75,6.96,8.38,0
B30,EMM_F66,Cystobasidiomycetes,3,2,54.73,7.68,6.56,0
B30,EMM_F49,Microbotryomycetes,1,2,0,8.44,8.01,0
B30,EMM_F49,Microbotryomycetes,1,2,11.38,8.44,8,0
B30,EMM_F49,Microbotryomycetes,1,2,17.4,7.13,7.69,0
B30,EMM_F49,Microbotryomycetes,1,2,24.86,7.81,7.41,0
B30,EMM_F49,Microbotryomycetes,1,2,31.78,8.26,6.92,0
B30,EMM_F49,Microbotryomycetes,1,2,40.63,8.93,7.72,0
B30,EMM_F49,Microbotryomycetes,1,2,47.75,8.18,6.82,0
B30,EMM_F49,Microbotryomycetes,1,2,54.73,8.19,7.08,0
B30,EMM_F49,Microbotryomycetes,2,2,0,8.37,7.71,0
B30,EMM_F49,Microbotryomycetes,2,2,11.38,8.37,7.54,0
B30,EMM_F49,Microbotryomycetes,2,2,17.4,7.09,7.54,0
B30,EMM_F49,Microbotryomycetes,2,2,24.86,8.76,7.55,0
B30,EMM_F49,Microbotryomycetes,2,2,31.78,7.95,7.7,0
B30,EMM_F49,Microbotryomycetes,2,2,40.63,8.93,7.71,0
B30,EMM_F49,Microbotryomycetes,2,2,47.75,8.83,7.71,0
B30,EMM_F49,Microbotryomycetes,2,2,54.73,8.83,7.07,0
B30,EMM_F49,Microbotryomycetes,3,2,0,7.82,7.61,0
B30,EMM_F49,Microbotryomycetes,3,2,11.38,7.35,8.11,0
B30,EMM_F49,Microbotryomycetes,3,2,17.4,7.35,8.17,0
B30,EMM_F49,Microbotryomycetes,3,2,24.86,7.35,8.86,0
B30,EMM_F49,Microbotryomycetes,3,2,31.78,7.35,7.38,0
B30,EMM_F49,Microbotryomycetes,3,2,40.63,7.5,8.38,0
B30,EMM_F49,Microbotryomycetes,3,2,47.75,7.55,8.38,0
B30,EMM_F49,Microbotryomycetes,3,2,54.73,7.56,6.56,0
B30,ZAN_F4,Microbotryomycetes,1,2,0,7.38,8.01,0
B30,ZAN_F4,Microbotryomycetes,1,2,11.38,8.87,8,0
B30,ZAN_F4,Microbotryomycetes,1,2,17.4,8.88,7.69,0
B30,ZAN_F4,Microbotryomycetes,1,2,24.86,8.31,7.41,0
B30,ZAN_F4,Microbotryomycetes,1,2,31.78,8.53,6.92,0
B30,ZAN_F4,Microbotryomycetes,1,2,40.63,8.41,7.72,0
B30,ZAN_F4,Microbotryomycetes,1,2,47.75,8.28,6.82,0
B30,ZAN_F4,Microbotryomycetes,1,2,54.73,8.72,7.08,0
B30,ZAN_F4,Microbotryomycetes,2,2,0,8.72,7.71,0
B30,ZAN_F4,Microbotryomycetes,2,2,11.38,7.71,7.54,0
B30,ZAN_F4,Microbotryomycetes,2,2,17.4,7.98,7.54,0
B30,ZAN_F4,Microbotryomycetes,2,2,24.86,8.2,7.55,0
B30,ZAN_F4,Microbotryomycetes,2,2,31.78,8.24,7.7,0
B30,ZAN_F4,Microbotryomycetes,2,2,40.63,7.85,7.71,0
B30,ZAN_F4,Microbotryomycetes,2,2,47.75,8.01,7.71,0
B30,ZAN_F4,Microbotryomycetes,2,2,54.73,8.04,7.07,0
B30,ZAN_F4,Microbotryomycetes,3,2,0,7.34,7.61,0
B30,ZAN_F4,Microbotryomycetes,3,2,11.38,8.52,8.11,0
B30,ZAN_F4,Microbotryomycetes,3,2,17.4,8.52,8.17,0
B30,ZAN_F4,Microbotryomycetes,3,2,24.86,7.13,8.86,0
B30,ZAN_F4,Microbotryomycetes,3,2,31.78,8.92,7.38,0
B30,ZAN_F4,Microbotryomycetes,3,2,40.63,8.24,8.38,0
B30,ZAN_F4,Microbotryomycetes,3,2,47.75,7.43,8.38,0
B30,ZAN_F4,Microbotryomycetes,3,2,54.73,6.85,6.56,0
B30,EMM_F65,Microbotryomycetes,1,2,0,7.62,8.01,0
B30,EMM_F65,Microbotryomycetes,1,2,11.38,7.41,8,0
B30,EMM_F65,Microbotryomycetes,1,2,17.4,7.62,7.69,0
B30,EMM_F65,Microbotryomycetes,1,2,24.86,7.63,7.41,0
B30,EMM_F65,Microbotryomycetes,1,2,31.78,7.98,6.92,0
B30,EMM_F65,Microbotryomycetes,1,2,40.63,7.78,7.72,0
B30,EMM_F65,Microbotryomycetes,1,2,47.75,7.23,6.82,0
B30,EMM_F65,Microbotryomycetes,1,2,54.73,6.76,7.08,0
B30,EMM_F65,Microbotryomycetes,2,2,0,6.55,7.71,0
B30,EMM_F65,Microbotryomycetes,2,2,11.38,7.32,7.54,0
B30,EMM_F65,Microbotryomycetes,2,2,17.4,7.98,7.54,0
B30,EMM_F65,Microbotryomycetes,2,2,24.86,7.1,7.55,0
B30,EMM_F65,Microbotryomycetes,2,2,31.78,8.69,7.7,0
B30,EMM_F65,Microbotryomycetes,2,2,40.63,7.85,7.71,0
B30,EMM_F65,Microbotryomycetes,2,2,47.75,8.38,7.71,0
B30,EMM_F65,Microbotryomycetes,2,2,54.73,7.85,7.07,0
B30,EMM_F65,Microbotryomycetes,3,2,0,8.41,7.61,0
B30,EMM_F65,Microbotryomycetes,3,2,11.38,8.3,8.11,0
B30,EMM_F65,Microbotryomycetes,3,2,17.4,8.3,8.17,0
B30,EMM_F65,Microbotryomycetes,3,2,24.86,7.93,8.86,0
B30,EMM_F65,Microbotryomycetes,3,2,31.78,7.95,7.38,0
B30,EMM_F65,Microbotryomycetes,3,2,40.63,7.73,8.38,0
B30,EMM_F65,Microbotryomycetes,3,2,47.75,7.19,8.38,0
B30,EMM_F65,Microbotryomycetes,3,2,54.73,5.61,6.56,0
B30,EMM_F5,Cystobasidiomycetes,1,2,0,7,8.01,0
B30,EMM_F5,Cystobasidiomycetes,1,2,11.38,7,8,0
B30,EMM_F5,Cystobasidiomycetes,1,2,17.4,7.54,7.69,0
B30,EMM_F5,Cystobasidiomycetes,1,2,24.86,7.54,7.41,0
B30,EMM_F5,Cystobasidiomycetes,1,2,31.78,7.54,6.92,0
B30,EMM_F5,Cystobasidiomycetes,1,2,40.63,7.54,7.72,0
B30,EMM_F5,Cystobasidiomycetes,1,2,47.75,7.54,6.82,0
B30,EMM_F5,Cystobasidiomycetes,1,2,54.73,7.54,7.08,0
B30,EMM_F5,Cystobasidiomycetes,2,2,0,8.93,7.71,0
B30,EMM_F5,Cystobasidiomycetes,2,2,11.38,8.93,7.54,0
B30,EMM_F5,Cystobasidiomycetes,2,2,17.4,8.47,7.54,0
B30,EMM_F5,Cystobasidiomycetes,2,2,24.86,8.49,7.55,0
B30,EMM_F5,Cystobasidiomycetes,2,2,31.78,8.51,7.7,0
B30,EMM_F5,Cystobasidiomycetes,2,2,40.63,7.86,7.71,0
B30,EMM_F5,Cystobasidiomycetes,2,2,47.75,7.91,7.71,0
B30,EMM_F5,Cystobasidiomycetes,2,2,54.73,7.91,7.07,0
B30,EMM_F5,Cystobasidiomycetes,3,2,0,7.91,7.61,0
B30,EMM_F5,Cystobasidiomycetes,3,2,11.38,7.88,8.11,0
B30,EMM_F5,Cystobasidiomycetes,3,2,17.4,8.46,8.17,0
B30,EMM_F5,Cystobasidiomycetes,3,2,24.86,8.07,8.86,0
B30,EMM_F5,Cystobasidiomycetes,3,2,31.78,8.06,7.38,0
B30,EMM_F5,Cystobasidiomycetes,3,2,40.63,7.96,8.38,0
B30,EMM_F5,Cystobasidiomycetes,3,2,47.75,7.98,8.38,0
B30,EMM_F5,Cystobasidiomycetes,3,2,54.73,7.98,6.56,0
B30,EMM_F70,Cystobasidiomycetes,1,2,0,7.99,8.01,0
B30,EMM_F70,Cystobasidiomycetes,1,2,11.38,7.77,8,0
B30,EMM_F70,Cystobasidiomycetes,1,2,17.4,7.77,7.69,0
B30,EMM_F70,Cystobasidiomycetes,1,2,24.86,7.75,7.41,0
B30,EMM_F70,Cystobasidiomycetes,1,2,31.78,7.74,6.92,0
B30,EMM_F70,Cystobasidiomycetes,1,2,40.63,7.73,7.72,0
B30,EMM_F70,Cystobasidiomycetes,1,2,47.75,7.32,6.82,0
B30,EMM_F70,Cystobasidiomycetes,1,2,54.73,6.97,7.08,0
B30,EMM_F70,Cystobasidiomycetes,2,2,0,7.63,7.71,0
B30,EMM_F70,Cystobasidiomycetes,2,2,11.38,7.63,7.54,0
B30,EMM_F70,Cystobasidiomycetes,2,2,17.4,7.18,7.54,0
B30,EMM_F70,Cystobasidiomycetes,2,2,24.86,8.53,7.55,0
B30,EMM_F70,Cystobasidiomycetes,2,2,31.78,7.97,7.7,0
B30,EMM_F70,Cystobasidiomycetes,2,2,40.63,7.96,7.71,0
B30,EMM_F70,Cystobasidiomycetes,2,2,47.75,7.96,7.71,0
B30,EMM_F70,Cystobasidiomycetes,2,2,54.73,9.63,7.07,0
B30,EMM_F70,Cystobasidiomycetes,3,2,0,9.66,7.61,0
B30,EMM_F70,Cystobasidiomycetes,3,2,11.38,7.24,8.11,0
B30,EMM_F70,Cystobasidiomycetes,3,2,17.4,7.8,8.17,0
B30,EMM_F70,Cystobasidiomycetes,3,2,24.86,8.4,8.86,0
B30,EMM_F70,Cystobasidiomycetes,3,2,31.78,8.26,7.38,0
B30,EMM_F70,Cystobasidiomycetes,3,2,40.63,8.35,8.38,0
B30,EMM_F70,Cystobasidiomycetes,3,2,47.75,8.71,8.38,0
B30,EMM_F70,Cystobasidiomycetes,3,2,54.73,8.33,6.56,0
B30,Control,Control,1,2,0,8.01,8.01,0
B30,Control,Control,1,2,11.38,8,8,0
B30,Control,Control,1,2,17.4,7.69,7.69,0
B30,Control,Control,1,2,24.86,7.41,7.41,0
B30,Control,Control,1,2,31.78,6.92,6.92,0
B30,Control,Control,1,2,40.63,7.72,7.72,0
B30,Control,Control,1,2,47.75,6.82,6.82,0
B30,Control,Control,1,2,54.73,7.08,7.08,0
B30,Control,Control,2,2,0,7.71,7.71,0
B30,Control,Control,2,2,11.38,7.54,7.54,0
B30,Control,Control,2,2,17.4,7.54,7.54,0
B30,Control,Control,2,2,24.86,7.55,7.55,0
B30,Control,Control,2,2,31.78,7.7,7.7,0
B30,Control,Control,2,2,40.63,7.71,7.71,0
B30,Control,Control,2,2,47.75,7.71,7.71,0
B30,Control,Control,2,2,54.73,7.07,7.07,0
B30,Control,Control,3,2,0,7.61,7.61,0
