Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,colony_diameter_control,increase
B17,Control,Control,2,2,54.73,8.07,8.07,0
B17,Control,Control,3,2,0,8.08,8.08,0
B17,Control,Control,3,2,11.38,7.73,7.73,0
B17,Control,Control,3,2,17.4,8.99,8.99,0
B17,Control,Control,3,2,24.86,8.86,8.86,0
B17,Control,Control,3,2,31.78,8.53,8.53,0
B17,Control,Control,3,2,40.63,8.13,8.13,0
B17,Control,Control,3,2,47.75,8.22,8.22,0
B17,Control,Control,3,2,54.73,7.38,7.38,0
B17,EMM_F3,Dothideomycetes,1,4,0,7.73,8.63,0.85
B17,EMM_F3,Dothideomycetes,1,4,11.38,7.46,8.63,0.58
B17,EMM_F3,Dothideomycetes,1,4,17.4,8.15,8.73,0.83
B17,EMM_F3,Dothideomycetes,1,4,24.86,8.15,8.74,1.28
B17,EMM_F3,Dothideomycetes,1,4,31.78,8.28,8.74,1.12
B17,EMM_F3,Dothideomycetes,1,4,40.63,8.55,8.21,1.46
B17,EMM_F3,Dothideomycetes,1,4,47.75,8.78,9.03,1.69
B17,EMM_F3,Dothideomycetes,1,4,54.73,8.18,9.03,1.26
B17,EMM_F3,Dothideomycetes,2,4,0,8.12,9.11,0.14
B17,EMM_F3,Dothideomycetes,2,4,11.38,8.33,9.12,1.3
B17,EMM_F3,Dothideomycetes,2,4,17.4,8.8,9.32,1.21
B17,EMM_F3,Dothideomycetes,2,4,24.86,8.03,7.7,1.4
B17,EMM_F3,Dothideomycetes,2,4,31.78,8.03,9.57,1.35
B17,EMM_F3,Dothideomycetes,2,4,40.63,8.09,8.81,1.01
B17,EMM_F3,Dothideomycetes,2,4,47.75,8.46,9.15,1.08
B17,EMM_F3,Dothideomycetes,2,4,54.73,8.04,8.53,0.28
B17,EMM_F3,Dothideomycetes,2,4,0,8.1,8.51,1.02
B17,EMM_F3,Dothideomycetes,3,4,11.38,8.49,9.17,1.27
B17,EMM_F3,Dothideomycetes,3,4,17.4,8.8,9.18,1.58
B17,EMM_F3,Dothideomycetes,3,4,24.86,8.24,9.18,1.02
B17,EMM_F3,Dothideomycetes,3,4,31.78,8.63,9.19,1.41
B17,EMM_F3,Dothideomycetes,3,4,40.63,8.85,9.33,1.63
B17,EMM_F3,Dothideomycetes,3,4,47.75,8.82,9.34,1.6
B17,EMM_F3,Dothideomycetes,3,4,54.73,8.4,9.5,1.18
B17,EMM_F34,Dothideomycetes,1,4,0,7.03,8.63,-0.22
B17,EMM_F34,Dothideomycetes,1,4,11.38,7.57,8.63,-0.19
B17,EMM_F34,Dothideomycetes,1,4,17.4,8.21,8.73,0.64
B17,EMM_F34,Dothideomycetes,1,4,24.86,8.22,8.74,0.66
B17,EMM_F34,Dothideomycetes,1,4,31.78,8.64,8.74,1.08
B17,EMM_F34,Dothideomycetes,1,4,40.63,8.64,8.21,1.08
B17,EMM_F34,Dothideomycetes,1,4,47.75,8.77,9.03,1.21
B17,EMM_F34,Dothideomycetes,1,4,54.73,8.07,9.03,0.51
B17,EMM_F34,Dothideomycetes,2,4,0,8.06,9.11,0.71
B17,EMM_F34,Dothideomycetes,2,4,11.38,8.42,9.12,1.48
B17,EMM_F34,Dothideomycetes,2,4,17.4,8.73,9.32,1.8
B17,EMM_F34,Dothideomycetes,2,4,24.86,8.73,7.7,1.22
B17,EMM_F34,Dothideomycetes,2,4,31.78,8.73,9.57,1.39
B17,EMM_F34,Dothideomycetes,2,4,40.63,8.73,8.81,1.74
B17,EMM_F34,Dothideomycetes,2,4,47.75,8.81,9.15,1.48
B17,EMM_F34,Dothideomycetes,2,4,54.73,8.66,8.53,1.26
B17,EMM_F34,Dothideomycetes,3,4,0,8.14,8.51,0.74
B17,EMM_F34,Dothideomycetes,3,4,11.38,8.36,9.17,1.63
B17,EMM_F34,Dothideomycetes,3,4,17.4,8.25,9.18,1.31
B17,EMM_F34,Dothideomycetes,3,4,24.86,8.74,9.18,1.21
B17,EMM_F34,Dothideomycetes,3,4,31.78,8.92,9.19,1.71
B17,EMM_F34,Dothideomycetes,3,4,40.63,8.6,9.33,1.49
B17,EMM_F34,Dothideomycetes,3,4,47.75,8.6,9.34,1.57
B17,EMM_F34,Dothideomycetes,3,4,54.73,9.31,9.5,1.52
B17,SP_F14,Dothideomycetes,1,4,0,7.83,8.63,-0.06
B17,SP_F14,Dothideomycetes,1,4,11.38,8.79,8.63,1.88
B17,SP_F14,Dothideomycetes,1,4,17.4,8.8,8.73,1.12
B17,SP_F14,Dothideomycetes,1,4,24.86,8.8,8.74,0.82
B17,SP_F14,Dothideomycetes,1,4,31.78,9.04,8.74,0.32
B17,SP_F14,Dothideomycetes,1,4,40.63,9.04,8.21,0.96
B17,SP_F14,Dothideomycetes,1,4,47.75,9.04,9.03,1.23
B17,SP_F14,Dothideomycetes,1,4,54.73,8.75,9.03,1.59
B17,SP_F14,Dothideomycetes,2,4,0,0,9.11,-7.64
B17,SP_F14,Dothideomycetes,2,4,11.38,8.14,9.12,0.47
B17,SP_F14,Dothideomycetes,2,4,17.4,8.57,9.32,0.9
B17,SP_F14,Dothideomycetes,2,4,24.86,8.77,7.7,0.96
B17,SP_F14,Dothideomycetes,2,4,31.78,8.77,9.57,1.13
B17,SP_F14,Dothideomycetes,2,4,40.63,8.73,8.81,0.91
B17,SP_F14,Dothideomycetes,2,4,47.75,8.28,9.15,0.76
B17,SP_F14,Dothideomycetes,2,4,54.73,7.91,8.53,0.53
B17,SP_F14,Dothideomycetes,3,4,0,8.15,8.51,0.77
B17,SP_F14,Dothideomycetes,3,4,11.38,9.01,9.17,1.15
B17,SP_F14,Dothideomycetes,3,4,17.4,8.83,9.18,0.96
B17,SP_F14,Dothideomycetes,3,4,24.86,8.49,9.18,0.13
B17,SP_F14,Dothideomycetes,3,4,31.78,8.49,9.19,0.15
B17,SP_F14,Dothideomycetes,3,4,40.63,8.5,9.33,0.38
B17,SP_F14,Dothideomycetes,3,4,47.75,8.27,9.34,0.57
B17,SP_F14,Dothideomycetes,3,4,54.73,8.51,9.5,0.86
B17,EMM_F7,Tremellomycetes,1,4,0,na,8.63,na
B17,EMM_F7,Tremellomycetes,1,4,11.38,na,8.63,na
B17,EMM_F7,Tremellomycetes,1,4,17.4,na,8.73,na
B17,EMM_F7,Tremellomycetes,1,4,24.86,na,8.74,na
B17,EMM_F7,Tremellomycetes,1,4,31.78,na,8.74,na
B17,EMM_F7,Tremellomycetes,1,4,40.63,na,8.21,na
B17,EMM_F7,Tremellomycetes,1,4,47.75,na,9.03,na
B17,EMM_F7,Tremellomycetes,1,4,54.73,na,9.03,na
B17,EMM_F7,Tremellomycetes,2,4,0,9.02,9.11,0.99
B17,EMM_F7,Tremellomycetes,2,4,11.38,9.38,9.12,1.57
B17,EMM_F7,Tremellomycetes,2,4,17.4,8.65,9.32,0.84
B17,EMM_F7,Tremellomycetes,2,4,24.86,8.68,7.7,1.34
B17,EMM_F7,Tremellomycetes,2,4,31.78,8.87,9.57,1.34
B17,EMM_F7,Tremellomycetes,2,4,40.63,8.87,8.81,1.24
B17,EMM_F7,Tremellomycetes,2,4,47.75,9.19,9.15,1.41
B17,EMM_F7,Tremellomycetes,2,4,54.73,7.73,8.53,-0.89
B17,EMM_F7,Tremellomycetes,3,4,0,8.46,8.51,2.24
B17,EMM_F7,Tremellomycetes,3,4,11.38,7.77,9.17,0.58
B17,EMM_F7,Tremellomycetes,3,4,17.4,7.96,9.18,1.29
B17,EMM_F7,Tremellomycetes,3,4,24.86,8.55,9.18,1.88
B17,EMM_F7,Tremellomycetes,3,4,31.78,8.56,9.19,1.35
B17,EMM_F7,Tremellomycetes,3,4,40.63,8.56,9.33,0.77
B17,EMM_F7,Tremellomycetes,3,4,47.75,8.56,9.34,0.73
B17,EMM_F7,Tremellomycetes,3,4,54.73,8.56,9.5,0.85
B17,ZAN_F3,Tremellomycetes,1,4,0,9.01,8.63,1.23
B17,ZAN_F3,Tremellomycetes,1,4,11.38,9.01,8.63,1.7
B17,ZAN_F3,Tremellomycetes,1,4,17.4,9.24,8.73,0.54
B17,ZAN_F3,Tremellomycetes,1,4,24.86,8.56,8.74,0.63
B17,ZAN_F3,Tremellomycetes,1,4,31.78,8.61,8.74,1.63
B17,ZAN_F3,Tremellomycetes,1,4,40.63,9.43,8.21,1.97
B17,ZAN_F3,Tremellomycetes,1,4,47.75,8.67,9.03,2.81
B17,ZAN_F3,Tremellomycetes,1,4,54.73,8.96,9.03,2.1
B17,ZAN_F3,Tremellomycetes,2,4,0,7.53,9.11,1.34
B17,ZAN_F3,Tremellomycetes,2,4,11.38,7.45,9.12,0.9
B17,ZAN_F3,Tremellomycetes,2,4,17.4,7.64,9.32,1.27
B17,ZAN_F3,Tremellomycetes,2,4,24.86,7.86,7.7,0.66
B17,ZAN_F3,Tremellomycetes,2,4,31.78,7.52,9.57,0.9
B17,ZAN_F3,Tremellomycetes,2,4,40.63,7.78,8.81,0.93
B17,ZAN_F3,Tremellomycetes,2,4,47.75,8.02,9.15,0.87
B17,ZAN_F3,Tremellomycetes,2,4,54.73,8.58,8.53,1.43
B17,ZAN_F3,Tremellomycetes,3,4,0,8.08,8.51,1.73
B17,ZAN_F3,Tremellomycetes,3,4,11.38,7.89,9.17,1.35
B17,ZAN_F3,Tremellomycetes,3,4,17.4,7.89,9.18,0.74
B17,ZAN_F3,Tremellomycetes,3,4,24.86,7.25,9.18,1.39
B17,ZAN_F3,Tremellomycetes,3,4,31.78,7.79,9.19,0.81
B17,ZAN_F3,Tremellomycetes,3,4,40.63,8.12,9.33,1.28
B17,ZAN_F3,Tremellomycetes,3,4,47.75,8.46,9.34,1.08
B17,ZAN_F3,Tremellomycetes,3,4,54.73,8.49,9.5,1.55
B17,EMM_F48,Tremellomycetes,1,4,0,7.73,8.63,0.04
B17,EMM_F48,Tremellomycetes,1,4,11.38,8.63,8.63,0.69
B17,EMM_F48,Tremellomycetes,1,4,17.4,8.94,8.73,1
B17,EMM_F48,Tremellomycetes,1,4,24.86,8.93,8.74,0.89
B17,EMM_F48,Tremellomycetes,1,4,31.78,9.03,8.74,1.17
B17,EMM_F48,Tremellomycetes,1,4,40.63,8.94,8.21,1.08
B17,EMM_F48,Tremellomycetes,1,4,47.75,8.24,9.03,1.03
B17,EMM_F48,Tremellomycetes,1,4,54.73,8.12,9.03,1.29
B17,EMM_F48,Tremellomycetes,2,4,0,7.93,9.11,2.11
B17,EMM_F48,Tremellomycetes,2,4,11.38,8.75,9.12,1.86
B17,EMM_F48,Tremellomycetes,2,4,17.4,8.15,9.32,1.26
B17,EMM_F48,Tremellomycetes,2,4,24.86,9.05,7.7,1.81
B17,EMM_F48,Tremellomycetes,2,4,31.78,9.21,9.57,1.97
B17,EMM_F48,Tremellomycetes,2,4,40.63,9.12,8.81,2.31
B17,EMM_F48,Tremellomycetes,2,4,47.75,8.65,9.15,1.49
B17,EMM_F48,Tremellomycetes,2,4,54.73,9.09,8.53,2.21
B17,EMM_F48,Tremellomycetes,3,4,0,7.49,8.51,0.68
B17,EMM_F48,Tremellomycetes,3,4,11.38,8.28,9.17,0.87
B17,EMM_F48,Tremellomycetes,3,4,17.4,8.3,9.18,0.89
B17,EMM_F48,Tremellomycetes,3,4,24.86,8.87,9.18,1.09
B17,EMM_F48,Tremellomycetes,3,4,31.78,8.84,9.19,1
B17,EMM_F48,Tremellomycetes,3,4,40.63,8.26,9.33,0.1
B17,EMM_F48,Tremellomycetes,3,4,47.75,8.43,9.34,0.7
B17,EMM_F48,Tremellomycetes,3,4,54.73,8.54,9.5,0.4
B17,EMM_F63,Tremellomycetes,1,4,0,8.6,8.63,0.66
B17,EMM_F63,Tremellomycetes,1,4,11.38,8.84,8.63,0.63
B17,EMM_F63,Tremellomycetes,1,4,17.4,8.89,8.73,0.68
B17,EMM_F63,Tremellomycetes,1,4,24.86,8.89,8.74,0.61
B17,EMM_F63,Tremellomycetes,1,4,31.78,8.89,8.74,0.85
B17,EMM_F63,Tremellomycetes,1,4,40.63,8.89,8.21,0.85
B17,EMM_F63,Tremellomycetes,1,4,47.75,8.71,9.03,1.2
B17,EMM_F63,Tremellomycetes,1,4,54.73,9.25,9.03,1.21
B17,EMM_F63,Tremellomycetes,2,4,0,7.69,9.11,0.88
B17,EMM_F63,Tremellomycetes,2,4,11.38,8.28,9.12,1.36
B17,EMM_F63,Tremellomycetes,2,4,17.4,8.45,9.32,1.5
B17,EMM_F63,Tremellomycetes,2,4,24.86,8.45,7.7,1.5
B17,EMM_F63,Tremellomycetes,2,4,31.78,8.64,9.57,1.83
B17,EMM_F63,Tremellomycetes,2,4,40.63,8.76,8.81,1.94
B17,EMM_F63,Tremellomycetes,2,4,47.75,8.43,9.15,1.61
B17,EMM_F63,Tremellomycetes,2,4,54.73,8.7,8.53,1.88
B17,EMM_F63,Tremellomycetes,3,4,0,8.81,8.51,1.21
B17,EMM_F63,Tremellomycetes,3,4,11.38,9.12,9.17,1.41
B17,EMM_F63,Tremellomycetes,3,4,17.4,9.12,9.18,1.08
B17,EMM_F63,Tremellomycetes,3,4,24.86,9.12,9.18,1.4
B17,EMM_F63,Tremellomycetes,3,4,31.78,8.68,9.19,1.37
B17,EMM_F63,Tremellomycetes,3,4,40.63,9.21,9.33,0.93
B17,EMM_F63,Tremellomycetes,3,4,47.75,9.33,9.34,1.46
B17,EMM_F63,Tremellomycetes,3,4,54.73,8.34,9.5,1.44
B17,EMM_F64,Tremellomycetes,1,4,0,8.22,8.63,1.03
B17,EMM_F64,Tremellomycetes,1,4,11.38,8.22,8.63,0.62
B17,EMM_F64,Tremellomycetes,1,4,17.4,8.63,8.73,1.24
B17,EMM_F64,Tremellomycetes,1,4,24.86,8.64,8.74,0.76
B17,EMM_F64,Tremellomycetes,1,4,31.78,7.49,8.74,1.3
B17,EMM_F64,Tremellomycetes,1,4,40.63,8.61,8.21,0.85
B17,EMM_F64,Tremellomycetes,1,4,47.75,8.74,9.03,0.98
B17,EMM_F64,Tremellomycetes,1,4,54.73,8.92,9.03,1.22
B17,EMM_F64,Tremellomycetes,2,4,0,8.91,9.11,1.21
B17,EMM_F64,Tremellomycetes,2,4,11.38,8.66,9.12,0.96
B17,EMM_F64,Tremellomycetes,2,4,17.4,8.66,9.32,0.96
B17,EMM_F64,Tremellomycetes,2,4,24.86,8.67,7.7,0.97
B17,EMM_F64,Tremellomycetes,2,4,31.78,8.85,9.57,1.15
B17,EMM_F64,Tremellomycetes,2,4,40.63,8.94,8.81,1.24
B17,EMM_F64,Tremellomycetes,2,4,47.75,9.35,9.15,1.65
B17,EMM_F64,Tremellomycetes,2,4,54.73,9.37,8.53,1.67
B17,EMM_F64,Tremellomycetes,3,4,0,7.98,8.51,1.06
B17,EMM_F64,Tremellomycetes,3,4,11.38,8.68,9.17,0.73
B17,EMM_F64,Tremellomycetes,3,4,17.4,8.69,9.18,0.71
B17,EMM_F64,Tremellomycetes,3,4,24.86,8.79,9.18,0.99
B17,EMM_F64,Tremellomycetes,3,4,31.78,9.16,9.19,1.23
B17,EMM_F64,Tremellomycetes,3,4,40.63,8.73,9.33,0.8
B17,EMM_F64,Tremellomycetes,3,4,47.75,9.04,9.34,1.1
B17,EMM_F64,Tremellomycetes,3,4,54.73,9.06,9.5,1.38
B17,EMM_F89,Tremellomycetes,1,4,0,8.27,8.63,1.05
B17,EMM_F89,Tremellomycetes,1,4,11.38,8.87,8.63,1.3
B17,EMM_F89,Tremellomycetes,1,4,17.4,8.87,8.73,1.3
B17,EMM_F89,Tremellomycetes,1,4,24.86,9.2,8.74,1.63
B17,EMM_F89,Tremellomycetes,1,4,31.78,8.9,8.74,1.33
B17,EMM_F89,Tremellomycetes,1,4,40.63,8.9,8.21,1.19
B17,EMM_F89,Tremellomycetes,1,4,47.75,8.9,9.03,1.19
B17,EMM_F89,Tremellomycetes,1,4,54.73,8.49,9.03,1.46
B17,EMM_F89,Tremellomycetes,2,4,0,4.87,9.11,0.62
B17,EMM_F89,Tremellomycetes,2,4,11.38,7.53,9.12,0.12
B17,EMM_F89,Tremellomycetes,2,4,17.4,7.83,9.32,-0.17
B17,EMM_F89,Tremellomycetes,2,4,24.86,7.83,7.7,0.52
B17,EMM_F89,Tremellomycetes,2,4,31.78,7.18,9.57,0.87
B17,EMM_F89,Tremellomycetes,2,4,40.63,8.04,8.81,1.02
B17,EMM_F89,Tremellomycetes,2,4,47.75,7.55,9.15,1.19
B17,EMM_F89,Tremellomycetes,2,4,54.73,8.33,8.53,1.58
B17,EMM_F89,Tremellomycetes,3,4,0,8.26,8.51,1.2
B17,EMM_F89,Tremellomycetes,3,4,11.38,8.26,9.17,0.96
B17,EMM_F89,Tremellomycetes,3,4,17.4,8.26,9.18,1.4
B17,EMM_F89,Tremellomycetes,3,4,24.86,8.48,9.18,1.62
B17,EMM_F89,Tremellomycetes,3,4,31.78,8.77,9.19,0.96
B17,EMM_F89,Tremellomycetes,3,4,40.63,7.98,9.33,1.1
B17,EMM_F89,Tremellomycetes,3,4,47.75,8.49,9.34,1.61
B17,EMM_F89,Tremellomycetes,3,4,54.73,8.5,9.5,1.62
B17,EMM_F47,Microbotryomycetes,1,4,0,8.01,8.63,0.9
B17,EMM_F47,Microbotryomycetes,1,4,11.38,8.15,8.63,1.38
B17,EMM_F47,Microbotryomycetes,1,4,17.4,8.37,8.73,1
B17,EMM_F47,Microbotryomycetes,1,4,24.86,8.15,8.74,1.2
B17,EMM_F47,Microbotryomycetes,1,4,31.78,9.19,8.74,1.05
B17,EMM_F47,Microbotryomycetes,1,4,40.63,8.27,8.21,1.1
B17,EMM_F47,Microbotryomycetes,1,4,47.75,8.27,9.03,1.1
B17,EMM_F47,Microbotryomycetes,1,4,54.73,8.04,9.03,0.63
B17,EMM_F47,Microbotryomycetes,2,4,0,8.76,9.11,1.35
B17,EMM_F47,Microbotryomycetes,2,4,11.38,8.73,9.12,1.15
B17,EMM_F47,Microbotryomycetes,2,4,17.4,8.6,9.32,0.78
B17,EMM_F47,Microbotryomycetes,2,4,24.86,8.6,7.7,1.33
B17,EMM_F47,Microbotryomycetes,2,4,31.78,8.61,9.57,0.96
B17,EMM_F47,Microbotryomycetes,2,4,40.63,8.61,8.81,0.96
B17,EMM_F47,Microbotryomycetes,2,4,47.75,9.2,9.15,1.54
B17,EMM_F47,Microbotryomycetes,2,4,54.73,8.84,8.53,1.34
B17,EMM_F47,Microbotryomycetes,3,4,0,6.62,8.51,0.76
B17,EMM_F47,Microbotryomycetes,3,4,11.38,8.36,9.17,1.13
B17,EMM_F47,Microbotryomycetes,3,4,17.4,8.59,9.18,1.35
B17,EMM_F47,Microbotryomycetes,3,4,24.86,8.61,9.18,1.26
B17,EMM_F47,Microbotryomycetes,3,4,31.78,8.42,9.19,0.97
B17,EMM_F47,Microbotryomycetes,3,4,40.63,8.51,9.33,0.94
B17,EMM_F47,Microbotryomycetes,3,4,47.75,9.32,9.34,1.29
B17,EMM_F47,Microbotryomycetes,3,4,54.73,9.2,9.5,1.47
B17,EMM_F49,Microbotryomycetes,1,4,0,8.09,8.63,0.46
B17,EMM_F49,Microbotryomycetes,1,4,11.38,8.95,8.63,1.32
B17,EMM_F49,Microbotryomycetes,1,4,17.4,8.63,8.73,1
B17,EMM_F49,Microbotryomycetes,1,4,24.86,8.48,8.74,1.13
B17,EMM_F49,Microbotryomycetes,1,4,31.78,8.48,8.74,0.93
B17,EMM_F49,Microbotryomycetes,1,4,40.63,8.88,8.21,0.86
B17,EMM_F49,Microbotryomycetes,1,4,47.75,9.03,9.03,1.46
B17,EMM_F49,Microbotryomycetes,1,4,54.73,8.09,9.03,0.52
B17,EMM_F49,Microbotryomycetes,2,4,0,6.13,9.11,-0.62
B17,EMM_F49,Microbotryomycetes,2,4,11.38,6.57,9.12,-1.48
B17,EMM_F49,Microbotryomycetes,2,4,17.4,8.5,9.32,1.17
B17,EMM_F49,Microbotryomycetes,2,4,24.86,8.32,7.7,0.99
B17,EMM_F49,Microbotryomycetes,2,4,31.78,8.72,9.57,1.39
B17,EMM_F49,Microbotryomycetes,2,4,40.63,8.86,8.81,2.37
B17,EMM_F49,Microbotryomycetes,2,4,47.75,8.86,9.15,1.47
B17,EMM_F49,Microbotryomycetes,2,4,54.73,8.02,8.53,0.63
B17,EMM_F49,Microbotryomycetes,3,4,0,6.33,8.51,-1.28
B17,EMM_F49,Microbotryomycetes,3,4,11.38,7.46,9.17,-0.34
B17,EMM_F49,Microbotryomycetes,3,4,17.4,7.92,9.18,0.11
B17,EMM_F49,Microbotryomycetes,3,4,24.86,9.16,9.18,1.35
B17,EMM_F49,Microbotryomycetes,3,4,31.78,8.73,9.19,0.92
B17,EMM_F49,Microbotryomycetes,3,4,40.63,7.86,9.33,-0.02
B17,EMM_F49,Microbotryomycetes,3,4,47.75,8.71,9.34,0.82
B17,EMM_F49,Microbotryomycetes,3,4,54.73,8.54,9.5,0.64
B17,ZAN_F4,Microbotryomycetes,1,4,0,8.49,8.63,1.06
B17,ZAN_F4,Microbotryomycetes,1,4,11.38,8.2,8.63,0.59
B17,ZAN_F4,Microbotryomycetes,1,4,17.4,8.23,8.73,0.96
B17,ZAN_F4,Microbotryomycetes,1,4,24.86,8.44,8.74,1.17
B17,ZAN_F4,Microbotryomycetes,1,4,31.78,8.97,8.74,1.7
B17,ZAN_F4,Microbotryomycetes,1,4,40.63,8.98,8.21,1.71
B17,ZAN_F4,Microbotryomycetes,1,4,47.75,8.56,9.03,0.63
B17,ZAN_F4,Microbotryomycetes,1,4,54.73,8.56,9.03,0.78
B17,ZAN_F4,Microbotryomycetes,2,4,0,8.11,9.11,1.2
B17,ZAN_F4,Microbotryomycetes,2,4,11.38,9.32,9.12,2.29
B17,ZAN_F4,Microbotryomycetes,2,4,17.4,8.34,9.32,1.31
B17,ZAN_F4,Microbotryomycetes,2,4,24.86,8.36,7.7,1.7
B17,ZAN_F4,Microbotryomycetes,2,4,31.78,8.48,9.57,1.58
B17,ZAN_F4,Microbotryomycetes,2,4,40.63,8.65,8.81,1.56
B17,ZAN_F4,Microbotryomycetes,2,4,47.75,8.97,9.15,1.88
B17,ZAN_F4,Microbotryomycetes,2,4,54.73,8.24,8.53,1.15
B17,ZAN_F4,Microbotryomycetes,3,4,0,8.27,8.51,0.19
B17,ZAN_F4,Microbotryomycetes,3,4,11.38,8.49,9.17,0.41
B17,ZAN_F4,Microbotryomycetes,3,4,17.4,8.38,9.18,0.41
B17,ZAN_F4,Microbotryomycetes,3,4,24.86,8.7,9.18,0.72
B17,ZAN_F4,Microbotryomycetes,3,4,31.78,8.87,9.19,0.57
B17,ZAN_F4,Microbotryomycetes,3,4,40.63,9.2,9.33,0.9
B17,ZAN_F4,Microbotryomycetes,3,4,47.75,9.03,9.34,0.92
B17,ZAN_F4,Microbotryomycetes,3,4,54.73,9.4,9.5,1.19
B17,EMM_F65,Microbotryomycetes,1,4,0,8.56,8.63,0.64
B17,EMM_F65,Microbotryomycetes,1,4,11.38,8.55,8.63,1.08
B17,EMM_F65,Microbotryomycetes,1,4,17.4,8.54,8.73,0.56
B17,EMM_F65,Microbotryomycetes,1,4,24.86,8.54,8.74,0.49
B17,EMM_F65,Microbotryomycetes,1,4,31.78,8.54,8.74,0.67
B17,EMM_F65,Microbotryomycetes,1,4,40.63,8.97,8.21,1.3
B17,EMM_F65,Microbotryomycetes,1,4,47.75,8.98,9.03,1.31
B17,EMM_F65,Microbotryomycetes,1,4,54.73,8.98,9.03,0.78
B17,EMM_F65,Microbotryomycetes,2,4,0,8.19,9.11,1.46
B17,EMM_F65,Microbotryomycetes,2,4,11.38,7.43,9.12,0.7
B17,EMM_F65,Microbotryomycetes,2,4,17.4,7.69,9.32,0.58
B17,EMM_F65,Microbotryomycetes,2,4,24.86,8,7.7,0.88
B17,EMM_F65,Microbotryomycetes,2,4,31.78,8.01,9.57,1.01
B17,EMM_F65,Microbotryomycetes,2,4,40.63,8.02,8.81,1.18
B17,EMM_F65,Microbotryomycetes,2,4,47.75,8.3,9.15,1.4
B17,EMM_F65,Microbotryomycetes,2,4,54.73,8,8.53,1.62
B17,EMM_F65,Microbotryomycetes,3,4,0,7.71,8.51,1.25
B17,EMM_F65,Microbotryomycetes,3,4,11.38,8.04,9.17,1.58
B17,EMM_F65,Microbotryomycetes,3,4,17.4,8.26,9.18,1.26
B17,EMM_F65,Microbotryomycetes,3,4,24.86,9.34,9.18,1.14
B17,EMM_F65,Microbotryomycetes,3,4,31.78,6.8,9.19,1.23
B17,EMM_F65,Microbotryomycetes,3,4,40.63,8.49,9.33,1.38
B17,EMM_F65,Microbotryomycetes,3,4,47.75,8.9,9.34,2
B17,EMM_F65,Microbotryomycetes,3,4,54.73,8.24,9.5,1.75
B17,EMM_F5,Cystobasidiomycetes,1,4,0,8.66,8.63,0.88
B17,EMM_F5,Cystobasidiomycetes,1,4,11.38,8.66,8.63,0.88
B17,EMM_F5,Cystobasidiomycetes,1,4,17.4,8.66,8.73,0.88
B17,EMM_F5,Cystobasidiomycetes,1,4,24.86,8.67,8.74,0.89
B17,EMM_F5,Cystobasidiomycetes,1,4,31.78,8.67,8.74,0.89
B17,EMM_F5,Cystobasidiomycetes,1,4,40.63,8.67,8.21,0.89
B17,EMM_F5,Cystobasidiomycetes,1,4,47.75,8.67,9.03,0.88
B17,EMM_F5,Cystobasidiomycetes,1,4,54.73,8.67,9.03,0.88
B17,EMM_F5,Cystobasidiomycetes,2,4,0,8.67,9.11,0.88
B17,EMM_F5,Cystobasidiomycetes,2,4,11.38,9.01,9.12,2.35
B17,EMM_F5,Cystobasidiomycetes,2,4,17.4,9.02,9.32,1
B17,EMM_F5,Cystobasidiomycetes,2,4,24.86,9.17,7.7,1.15
B17,EMM_F5,Cystobasidiomycetes,2,4,31.78,8.93,9.57,0.91
B17,EMM_F5,Cystobasidiomycetes,2,4,40.63,8.8,8.81,0.78
B17,EMM_F5,Cystobasidiomycetes,2,4,47.75,8.8,9.15,0.78
B17,EMM_F5,Cystobasidiomycetes,2,4,54.73,9.46,8.53,1.44
B17,EMM_F5,Cystobasidiomycetes,3,4,0,8.17,8.51,-0.39
B17,EMM_F5,Cystobasidiomycetes,3,4,11.38,7.35,9.17,-1.21
B17,EMM_F5,Cystobasidiomycetes,3,4,17.4,9.01,9.18,1.51
B17,EMM_F5,Cystobasidiomycetes,3,4,24.86,9.13,9.18,2
B17,EMM_F5,Cystobasidiomycetes,3,4,31.78,8.93,9.19,1.06
B17,EMM_F5,Cystobasidiomycetes,3,4,40.63,8.38,9.33,1.3
B17,EMM_F5,Cystobasidiomycetes,3,4,47.75,8.4,9.34,1.63
B17,EMM_F5,Cystobasidiomycetes,3,4,54.73,8.03,9.5,1.7
B17,EMM_F70,Cystobasidiomycetes,1,4,0,10.04,8.63,3.32
B17,EMM_F70,Cystobasidiomycetes,1,4,11.38,9.22,8.63,0.71
B17,EMM_F70,Cystobasidiomycetes,1,4,17.4,8.6,8.73,0.91
B17,EMM_F70,Cystobasidiomycetes,1,4,24.86,9.04,8.74,1.47
B17,EMM_F70,Cystobasidiomycetes,1,4,31.78,9.06,8.74,0.66
B17,EMM_F70,Cystobasidiomycetes,1,4,40.63,9.06,8.21,0.66
B17,EMM_F70,Cystobasidiomycetes,1,4,47.75,9.28,9.03,1.24
B17,EMM_F70,Cystobasidiomycetes,1,4,54.73,9.22,9.03,1.3
B17,EMM_F70,Cystobasidiomycetes,2,4,0,8.51,9.11,-0.55
B17,EMM_F70,Cystobasidiomycetes,2,4,11.38,9.79,9.12,1.38
B17,EMM_F70,Cystobasidiomycetes,2,4,17.4,8.71,9.32,0.72
B17,EMM_F70,Cystobasidiomycetes,2,4,24.86,8.7,7.7,0.43
