Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,colony_diameter_control,increase
B17,EMM_F34,Dothideomycetes,2,2,0,7.35,6.19,0
B17,EMM_F34,Dothideomycetes,2,2,11.38,6.94,7.31,0
B17,EMM_F34,Dothideomycetes,2,2,17.4,6.93,8.43,0
B17,EMM_F34,Dothideomycetes,2,2,24.86,7.51,7.21,0
B17,EMM_F34,Dothideomycetes,2,2,31.78,7.34,7.98,0
B17,EMM_F34,Dothideomycetes,2,2,40.63,6.99,8.05,0
B17,EMM_F34,Dothideomycetes,2,2,47.75,7.33,8.07,0
B17,EMM_F34,Dothideomycetes,2,2,54.73,7.4,8.07,0
B17,EMM_F34,Dothideomycetes,3,2,0,7.4,8.08,0
B17,EMM_F34,Dothideomycetes,3,2,11.38,6.73,7.73,0
B17,EMM_F34,Dothideomycetes,3,2,17.4,6.94,8.99,0
B17,EMM_F34,Dothideomycetes,3,2,24.86,7.53,8.86,0
B17,EMM_F34,Dothideomycetes,3,2,31.78,7.21,8.53,0
B17,EMM_F34,Dothideomycetes,3,2,40.63,7.11,8.13,0
B17,EMM_F34,Dothideomycetes,3,2,47.75,7.03,8.22,0
B17,EMM_F34,Dothideomycetes,3,2,54.73,7.79,7.38,0
B17,SP_F14,Dothideomycetes,1,2,0,7.89,7.79,0
B17,SP_F14,Dothideomycetes,1,2,11.38,6.91,7.79,0
B17,SP_F14,Dothideomycetes,1,2,17.4,7.68,7.79,0
B17,SP_F14,Dothideomycetes,1,2,24.86,7.98,7.79,0
B17,SP_F14,Dothideomycetes,1,2,31.78,8.72,7.52,0
B17,SP_F14,Dothideomycetes,1,2,40.63,8.08,6.98,0
B17,SP_F14,Dothideomycetes,1,2,47.75,7.81,7.67,0
B17,SP_F14,Dothideomycetes,1,2,54.73,7.16,7.67,0
B17,SP_F14,Dothideomycetes,2,2,0,7.64,6.19,0
B17,SP_F14,Dothideomycetes,2,2,11.38,7.67,7.31,0
B17,SP_F14,Dothideomycetes,2,2,17.4,7.67,8.43,0
B17,SP_F14,Dothideomycetes,2,2,24.86,7.81,7.21,0
B17,SP_F14,Dothideomycetes,2,2,31.78,7.64,7.98,0
B17,SP_F14,Dothideomycetes,2,2,40.63,7.82,8.05,0
B17,SP_F14,Dothideomycetes,2,2,47.75,7.52,8.07,0
B17,SP_F14,Dothideomycetes,2,2,54.73,7.38,8.07,0
B17,SP_F14,Dothideomycetes,3,2,0,7.38,8.08,0
B17,SP_F14,Dothideomycetes,3,2,11.38,7.86,7.73,0
B17,SP_F14,Dothideomycetes,3,2,17.4,7.87,8.99,0
B17,SP_F14,Dothideomycetes,3,2,24.86,8.36,8.86,0
B17,SP_F14,Dothideomycetes,3,2,31.78,8.34,8.53,0
B17,SP_F14,Dothideomycetes,3,2,40.63,8.12,8.13,0
B17,SP_F14,Dothideomycetes,3,2,47.75,7.7,8.22,0
B17,SP_F14,Dothideomycetes,3,2,54.73,7.65,7.38,0
B17,EMM_F7,Tremellomycetes,1,2,0,7.53,7.79,0
B17,EMM_F7,Tremellomycetes,1,2,11.38,7.53,7.79,0
B17,EMM_F7,Tremellomycetes,1,2,17.4,7.74,7.79,0
B17,EMM_F7,Tremellomycetes,1,2,24.86,7.74,7.79,0
B17,EMM_F7,Tremellomycetes,1,2,31.78,7.78,7.52,0
B17,EMM_F7,Tremellomycetes,1,2,40.63,7.15,6.98,0
B17,EMM_F7,Tremellomycetes,1,2,47.75,7.15,7.67,0
B17,EMM_F7,Tremellomycetes,1,2,54.73,6.89,7.67,0
B17,EMM_F7,Tremellomycetes,2,2,0,8.03,6.19,0
B17,EMM_F7,Tremellomycetes,2,2,11.38,7.81,7.31,0
B17,EMM_F7,Tremellomycetes,2,2,17.4,7.81,8.43,0
B17,EMM_F7,Tremellomycetes,2,2,24.86,7.34,7.21,0
B17,EMM_F7,Tremellomycetes,2,2,31.78,7.53,7.98,0
B17,EMM_F7,Tremellomycetes,2,2,40.63,7.63,8.05,0
B17,EMM_F7,Tremellomycetes,2,2,47.75,7.78,8.07,0
B17,EMM_F7,Tremellomycetes,2,2,54.73,8.62,8.07,0
B17,EMM_F7,Tremellomycetes,3,2,0,6.22,8.08,0
B17,EMM_F7,Tremellomycetes,3,2,11.38,7.19,7.73,0
B17,EMM_F7,Tremellomycetes,3,2,17.4,6.67,8.99,0
B17,EMM_F7,Tremellomycetes,3,2,24.86,6.67,8.86,0
B17,EMM_F7,Tremellomycetes,3,2,31.78,7.21,8.53,0
B17,EMM_F7,Tremellomycetes,3,2,40.63,7.79,8.13,0
B17,EMM_F7,Tremellomycetes,3,2,47.75,7.83,8.22,0
B17,EMM_F7,Tremellomycetes,3,2,54.73,7.71,7.38,0
B17,ZAN_F3,Tremellomycetes,1,2,0,7.78,7.79,0
B17,ZAN_F3,Tremellomycetes,1,2,11.38,7.31,7.79,0
B17,ZAN_F3,Tremellomycetes,1,2,17.4,8.7,7.79,0
B17,ZAN_F3,Tremellomycetes,1,2,24.86,7.93,7.79,0
B17,ZAN_F3,Tremellomycetes,1,2,31.78,6.98,7.52,0
B17,ZAN_F3,Tremellomycetes,1,2,40.63,7.46,6.98,0
B17,ZAN_F3,Tremellomycetes,1,2,47.75,5.86,7.67,0
B17,ZAN_F3,Tremellomycetes,1,2,54.73,6.86,7.67,0
B17,ZAN_F3,Tremellomycetes,2,2,0,6.19,6.19,0
B17,ZAN_F3,Tremellomycetes,2,2,11.38,6.55,7.31,0
B17,ZAN_F3,Tremellomycetes,2,2,17.4,6.37,8.43,0
B17,ZAN_F3,Tremellomycetes,2,2,24.86,7.2,7.21,0
B17,ZAN_F3,Tremellomycetes,2,2,31.78,6.62,7.98,0
B17,ZAN_F3,Tremellomycetes,2,2,40.63,6.85,8.05,0
B17,ZAN_F3,Tremellomycetes,2,2,47.75,7.15,8.07,0
B17,ZAN_F3,Tremellomycetes,2,2,54.73,7.15,8.07,0
B17,ZAN_F3,Tremellomycetes,3,2,0,6.35,8.08,0
B17,ZAN_F3,Tremellomycetes,3,2,11.38,6.54,7.73,0
B17,ZAN_F3,Tremellomycetes,3,2,17.4,7.15,8.99,0
B17,ZAN_F3,Tremellomycetes,3,2,24.86,5.86,8.86,0
B17,ZAN_F3,Tremellomycetes,3,2,31.78,6.98,8.53,0
B17,ZAN_F3,Tremellomycetes,3,2,40.63,6.84,8.13,0
B17,ZAN_F3,Tremellomycetes,3,2,47.75,7.38,8.22,0
B17,ZAN_F3,Tremellomycetes,3,2,54.73,6.94,7.38,0
B17,EMM_F48,Tremellomycetes,1,2,0,7.69,7.79,0
B17,EMM_F48,Tremellomycetes,1,2,11.38,7.94,7.79,0
B17,EMM_F48,Tremellomycetes,1,2,17.4,7.94,7.79,0
B17,EMM_F48,Tremellomycetes,1,2,24.86,8.04,7.79,0
B17,EMM_F48,Tremellomycetes,1,2,31.78,7.86,7.52,0
B17,EMM_F48,Tremellomycetes,1,2,40.63,7.86,6.98,0
B17,EMM_F48,Tremellomycetes,1,2,47.75,7.21,7.67,0
B17,EMM_F48,Tremellomycetes,1,2,54.73,6.83,7.67,0
B17,EMM_F48,Tremellomycetes,2,2,0,5.82,6.19,0
B17,EMM_F48,Tremellomycetes,2,2,11.38,6.89,7.31,0
B17,EMM_F48,Tremellomycetes,2,2,17.4,6.89,8.43,0
B17,EMM_F48,Tremellomycetes,2,2,24.86,7.24,7.21,0
B17,EMM_F48,Tremellomycetes,2,2,31.78,7.24,7.98,0
B17,EMM_F48,Tremellomycetes,2,2,40.63,6.81,8.05,0
B17,EMM_F48,Tremellomycetes,2,2,47.75,7.16,8.07,0
B17,EMM_F48,Tremellomycetes,2,2,54.73,6.88,8.07,0
B17,EMM_F48,Tremellomycetes,3,2,0,6.81,8.08,0
B17,EMM_F48,Tremellomycetes,3,2,11.38,7.41,7.73,0
B17,EMM_F48,Tremellomycetes,3,2,17.4,7.41,8.99,0
B17,EMM_F48,Tremellomycetes,3,2,24.86,7.78,8.86,0
B17,EMM_F48,Tremellomycetes,3,2,31.78,7.84,8.53,0
B17,EMM_F48,Tremellomycetes,3,2,40.63,8.16,8.13,0
B17,EMM_F48,Tremellomycetes,3,2,47.75,7.73,8.22,0
B17,EMM_F48,Tremellomycetes,3,2,54.73,8.14,7.38,0
B17,EMM_F63,Tremellomycetes,1,2,0,7.94,7.79,0
B17,EMM_F63,Tremellomycetes,1,2,11.38,8.21,7.79,0
B17,EMM_F63,Tremellomycetes,1,2,17.4,8.21,7.79,0
B17,EMM_F63,Tremellomycetes,1,2,24.86,8.28,7.79,0
B17,EMM_F63,Tremellomycetes,1,2,31.78,8.04,7.52,0
B17,EMM_F63,Tremellomycetes,1,2,40.63,8.04,6.98,0
B17,EMM_F63,Tremellomycetes,1,2,47.75,7.51,7.67,0
B17,EMM_F63,Tremellomycetes,1,2,54.73,8.04,7.67,0
B17,EMM_F63,Tremellomycetes,2,2,0,6.81,6.19,0
B17,EMM_F63,Tremellomycetes,2,2,11.38,6.92,7.31,0
B17,EMM_F63,Tremellomycetes,2,2,17.4,6.95,8.43,0
B17,EMM_F63,Tremellomycetes,2,2,24.86,6.95,7.21,0
B17,EMM_F63,Tremellomycetes,2,2,31.78,6.81,7.98,0
B17,EMM_F63,Tremellomycetes,2,2,40.63,6.82,8.05,0
B17,EMM_F63,Tremellomycetes,2,2,47.75,6.82,8.07,0
B17,EMM_F63,Tremellomycetes,2,2,54.73,6.82,8.07,0
B17,EMM_F63,Tremellomycetes,3,2,0,7.6,8.08,0
B17,EMM_F63,Tremellomycetes,3,2,11.38,7.71,7.73,0
B17,EMM_F63,Tremellomycetes,3,2,17.4,8.04,8.99,0
B17,EMM_F63,Tremellomycetes,3,2,24.86,7.72,8.86,0
B17,EMM_F63,Tremellomycetes,3,2,31.78,7.31,8.53,0
B17,EMM_F63,Tremellomycetes,3,2,40.63,8.28,8.13,0
B17,EMM_F63,Tremellomycetes,3,2,47.75,7.87,8.22,0
B17,EMM_F63,Tremellomycetes,3,2,54.73,6.9,7.38,0
B17,EMM_F64,Tremellomycetes,1,2,0,7.19,7.79,0
B17,EMM_F64,Tremellomycetes,1,2,11.38,7.6,7.79,0
B17,EMM_F64,Tremellomycetes,1,2,17.4,7.39,7.79,0
B17,EMM_F64,Tremellomycetes,1,2,24.86,7.88,7.79,0
B17,EMM_F64,Tremellomycetes,1,2,31.78,6.19,7.52,0
B17,EMM_F64,Tremellomycetes,1,2,40.63,7.76,6.98,0
B17,EMM_F64,Tremellomycetes,1,2,47.75,7.76,7.67,0
B17,EMM_F64,Tremellomycetes,1,2,54.73,7.7,7.67,0
B17,EMM_F64,Tremellomycetes,2,2,0,7.7,6.19,0
B17,EMM_F64,Tremellomycetes,2,2,11.38,7.7,7.31,0
B17,EMM_F64,Tremellomycetes,2,2,17.4,7.7,8.43,0
B17,EMM_F64,Tremellomycetes,2,2,24.86,7.7,7.21,0
B17,EMM_F64,Tremellomycetes,2,2,31.78,7.7,7.98,0
B17,EMM_F64,Tremellomycetes,2,2,40.63,7.7,8.05,0
B17,EMM_F64,Tremellomycetes,2,2,47.75,7.7,8.07,0
B17,EMM_F64,Tremellomycetes,2,2,54.73,7.7,8.07,0
B17,EMM_F64,Tremellomycetes,3,2,0,6.92,8.08,0
B17,EMM_F64,Tremellomycetes,3,2,11.38,7.95,7.73,0
B17,EMM_F64,Tremellomycetes,3,2,17.4,7.98,8.99,0
B17,EMM_F64,Tremellomycetes,3,2,24.86,7.8,8.86,0
B17,EMM_F64,Tremellomycetes,3,2,31.78,7.93,8.53,0
B17,EMM_F64,Tremellomycetes,3,2,40.63,7.93,8.13,0
B17,EMM_F64,Tremellomycetes,3,2,47.75,7.94,8.22,0
B17,EMM_F64,Tremellomycetes,3,2,54.73,7.68,7.38,0
B17,EMM_F89,Tremellomycetes,1,2,0,7.22,7.79,0
B17,EMM_F89,Tremellomycetes,1,2,11.38,7.57,7.79,0
B17,EMM_F89,Tremellomycetes,1,2,17.4,7.57,7.79,0
B17,EMM_F89,Tremellomycetes,1,2,24.86,7.57,7.79,0
B17,EMM_F89,Tremellomycetes,1,2,31.78,7.57,7.52,0
B17,EMM_F89,Tremellomycetes,1,2,40.63,7.71,6.98,0
B17,EMM_F89,Tremellomycetes,1,2,47.75,7.71,7.67,0
B17,EMM_F89,Tremellomycetes,1,2,54.73,7.03,7.67,0
B17,EMM_F89,Tremellomycetes,2,2,0,4.25,6.19,0
B17,EMM_F89,Tremellomycetes,2,2,11.38,7.41,7.31,0
B17,EMM_F89,Tremellomycetes,2,2,17.4,8,8.43,0
B17,EMM_F89,Tremellomycetes,2,2,24.86,7.31,7.21,0
B17,EMM_F89,Tremellomycetes,2,2,31.78,6.31,7.98,0
B17,EMM_F89,Tremellomycetes,2,2,40.63,7.02,8.05,0
B17,EMM_F89,Tremellomycetes,2,2,47.75,6.36,8.07,0
B17,EMM_F89,Tremellomycetes,2,2,54.73,6.75,8.07,0
B17,EMM_F89,Tremellomycetes,3,2,0,7.06,8.08,0
B17,EMM_F89,Tremellomycetes,3,2,11.38,7.3,7.73,0
B17,EMM_F89,Tremellomycetes,3,2,17.4,6.86,8.99,0
B17,EMM_F89,Tremellomycetes,3,2,24.86,6.86,8.86,0
B17,EMM_F89,Tremellomycetes,3,2,31.78,7.81,8.53,0
B17,EMM_F89,Tremellomycetes,3,2,40.63,6.88,8.13,0
B17,EMM_F89,Tremellomycetes,3,2,47.75,6.88,8.22,0
B17,EMM_F89,Tremellomycetes,3,2,54.73,6.88,7.38,0
B17,EMM_F47,Microbotryomycetes,1,2,0,7.11,7.79,0
B17,EMM_F47,Microbotryomycetes,1,2,11.38,6.77,7.79,0
B17,EMM_F47,Microbotryomycetes,1,2,17.4,7.37,7.79,0
B17,EMM_F47,Microbotryomycetes,1,2,24.86,6.95,7.79,0
B17,EMM_F47,Microbotryomycetes,1,2,31.78,8.14,7.52,0
B17,EMM_F47,Microbotryomycetes,1,2,40.63,7.17,6.98,0
B17,EMM_F47,Microbotryomycetes,1,2,47.75,7.17,7.67,0
B17,EMM_F47,Microbotryomycetes,1,2,54.73,7.41,7.67,0
B17,EMM_F47,Microbotryomycetes,2,2,0,7.41,6.19,0
B17,EMM_F47,Microbotryomycetes,2,2,11.38,7.58,7.31,0
B17,EMM_F47,Microbotryomycetes,2,2,17.4,7.82,8.43,0
B17,EMM_F47,Microbotryomycetes,2,2,24.86,7.27,7.21,0
B17,EMM_F47,Microbotryomycetes,2,2,31.78,7.65,7.98,0
B17,EMM_F47,Microbotryomycetes,2,2,40.63,7.65,8.05,0
B17,EMM_F47,Microbotryomycetes,2,2,47.75,7.66,8.07,0
B17,EMM_F47,Microbotryomycetes,2,2,54.73,7.5,8.07,0
B17,EMM_F47,Microbotryomycetes,3,2,0,5.86,8.08,0
B17,EMM_F47,Microbotryomycetes,3,2,11.38,7.23,7.73,0
B17,EMM_F47,Microbotryomycetes,3,2,17.4,7.24,8.99,0
B17,EMM_F47,Microbotryomycetes,3,2,24.86,7.35,8.86,0
B17,EMM_F47,Microbotryomycetes,3,2,31.78,7.45,8.53,0
B17,EMM_F47,Microbotryomycetes,3,2,40.63,7.57,8.13,0
B17,EMM_F47,Microbotryomycetes,3,2,47.75,8.03,8.22,0
B17,EMM_F47,Microbotryomycetes,3,2,54.73,7.73,7.38,0
B17,EMM_F49,Microbotryomycetes,1,2,0,7.63,7.79,0
B17,EMM_F49,Microbotryomycetes,1,2,11.38,7.63,7.79,0
B17,EMM_F49,Microbotryomycetes,1,2,17.4,7.63,7.79,0
B17,EMM_F49,Microbotryomycetes,1,2,24.86,7.35,7.79,0
B17,EMM_F49,Microbotryomycetes,1,2,31.78,7.55,7.52,0
B17,EMM_F49,Microbotryomycetes,1,2,40.63,8.02,6.98,0
B17,EMM_F49,Microbotryomycetes,1,2,47.75,7.57,7.67,0
B17,EMM_F49,Microbotryomycetes,1,2,54.73,7.57,7.67,0
B17,EMM_F49,Microbotryomycetes,2,2,0,6.75,6.19,0
B17,EMM_F49,Microbotryomycetes,2,2,11.38,8.05,7.31,0
B17,EMM_F49,Microbotryomycetes,2,2,17.4,7.33,8.43,0
B17,EMM_F49,Microbotryomycetes,2,2,24.86,7.33,7.21,0
B17,EMM_F49,Microbotryomycetes,2,2,31.78,7.33,7.98,0
B17,EMM_F49,Microbotryomycetes,2,2,40.63,6.49,8.05,0
B17,EMM_F49,Microbotryomycetes,2,2,47.75,7.39,8.07,0
B17,EMM_F49,Microbotryomycetes,2,2,54.73,7.39,8.07,0
B17,EMM_F49,Microbotryomycetes,3,2,0,7.61,8.08,0
B17,EMM_F49,Microbotryomycetes,3,2,11.38,7.8,7.73,0
B17,EMM_F49,Microbotryomycetes,3,2,17.4,7.81,8.99,0
B17,EMM_F49,Microbotryomycetes,3,2,24.86,7.81,8.86,0
B17,EMM_F49,Microbotryomycetes,3,2,31.78,7.81,8.53,0
B17,EMM_F49,Microbotryomycetes,3,2,40.63,7.88,8.13,0
B17,EMM_F49,Microbotryomycetes,3,2,47.75,7.89,8.22,0
B17,EMM_F49,Microbotryomycetes,3,2,54.73,7.9,7.38,0
B17,ZAN_F4,Microbotryomycetes,1,2,0,7.43,7.79,0
B17,ZAN_F4,Microbotryomycetes,1,2,11.38,7.61,7.79,0
B17,ZAN_F4,Microbotryomycetes,1,2,17.4,7.27,7.79,0
B17,ZAN_F4,Microbotryomycetes,1,2,24.86,7.27,7.79,0
B17,ZAN_F4,Microbotryomycetes,1,2,31.78,7.27,7.52,0
B17,ZAN_F4,Microbotryomycetes,1,2,40.63,7.27,6.98,0
B17,ZAN_F4,Microbotryomycetes,1,2,47.75,7.93,7.67,0
B17,ZAN_F4,Microbotryomycetes,1,2,54.73,7.78,7.67,0
B17,ZAN_F4,Microbotryomycetes,2,2,0,6.91,6.19,0
B17,ZAN_F4,Microbotryomycetes,2,2,11.38,7.03,7.31,0
B17,ZAN_F4,Microbotryomycetes,2,2,17.4,7.03,8.43,0
B17,ZAN_F4,Microbotryomycetes,2,2,24.86,6.66,7.21,0
B17,ZAN_F4,Microbotryomycetes,2,2,31.78,6.9,7.98,0
B17,ZAN_F4,Microbotryomycetes,2,2,40.63,7.09,8.05,0
B17,ZAN_F4,Microbotryomycetes,2,2,47.75,7.09,8.07,0
B17,ZAN_F4,Microbotryomycetes,2,2,54.73,7.09,8.07,0
B17,ZAN_F4,Microbotryomycetes,3,2,0,8.08,8.08,0
B17,ZAN_F4,Microbotryomycetes,3,2,11.38,8.08,7.73,0
B17,ZAN_F4,Microbotryomycetes,3,2,17.4,7.97,8.99,0
B17,ZAN_F4,Microbotryomycetes,3,2,24.86,7.98,8.86,0
B17,ZAN_F4,Microbotryomycetes,3,2,31.78,8.3,8.53,0
B17,ZAN_F4,Microbotryomycetes,3,2,40.63,8.3,8.13,0
B17,ZAN_F4,Microbotryomycetes,3,2,47.75,8.11,8.22,0
B17,ZAN_F4,Microbotryomycetes,3,2,54.73,8.21,7.38,0
B17,EMM_F65,Microbotryomycetes,1,2,0,7.92,7.79,0
B17,EMM_F65,Microbotryomycetes,1,2,11.38,7.47,7.79,0
B17,EMM_F65,Microbotryomycetes,1,2,17.4,7.98,7.79,0
B17,EMM_F65,Microbotryomycetes,1,2,24.86,8.05,7.79,0
B17,EMM_F65,Microbotryomycetes,1,2,31.78,7.87,7.52,0
B17,EMM_F65,Microbotryomycetes,1,2,40.63,7.67,6.98,0
B17,EMM_F65,Microbotryomycetes,1,2,47.75,7.67,7.67,0
B17,EMM_F65,Microbotryomycetes,1,2,54.73,8.2,7.67,0
B17,EMM_F65,Microbotryomycetes,2,2,0,6.73,6.19,0
B17,EMM_F65,Microbotryomycetes,2,2,11.38,6.73,7.31,0
B17,EMM_F65,Microbotryomycetes,2,2,17.4,7.11,8.43,0
B17,EMM_F65,Microbotryomycetes,2,2,24.86,7.12,7.21,0
B17,EMM_F65,Microbotryomycetes,2,2,31.78,7,7.98,0
B17,EMM_F65,Microbotryomycetes,2,2,40.63,6.84,8.05,0
B17,EMM_F65,Microbotryomycetes,2,2,47.75,6.9,8.07,0
B17,EMM_F65,Microbotryomycetes,2,2,54.73,6.38,8.07,0
B17,EMM_F65,Microbotryomycetes,3,2,0,6.46,8.08,0
B17,EMM_F65,Microbotryomycetes,3,2,11.38,6.46,7.73,0
B17,EMM_F65,Microbotryomycetes,3,2,17.4,7,8.99,0
B17,EMM_F65,Microbotryomycetes,3,2,24.86,8.2,8.86,0
B17,EMM_F65,Microbotryomycetes,3,2,31.78,5.57,8.53,0
B17,EMM_F65,Microbotryomycetes,3,2,40.63,7.11,8.13,0
B17,EMM_F65,Microbotryomycetes,3,2,47.75,6.9,8.22,0
B17,EMM_F65,Microbotryomycetes,3,2,54.73,6.49,7.38,0
B17,EMM_F5,Cystobasidiomycetes,1,2,0,7.78,7.79,0
B17,EMM_F5,Cystobasidiomycetes,1,2,11.38,7.78,7.79,0
B17,EMM_F5,Cystobasidiomycetes,1,2,17.4,7.78,7.79,0
B17,EMM_F5,Cystobasidiomycetes,1,2,24.86,7.78,7.79,0
B17,EMM_F5,Cystobasidiomycetes,1,2,31.78,7.78,7.52,0
B17,EMM_F5,Cystobasidiomycetes,1,2,40.63,7.78,6.98,0
B17,EMM_F5,Cystobasidiomycetes,1,2,47.75,7.79,7.67,0
B17,EMM_F5,Cystobasidiomycetes,1,2,54.73,7.79,7.67,0
B17,EMM_F5,Cystobasidiomycetes,2,2,0,7.79,6.19,0
B17,EMM_F5,Cystobasidiomycetes,2,2,11.38,6.66,7.31,0
B17,EMM_F5,Cystobasidiomycetes,2,2,17.4,8.02,8.43,0
B17,EMM_F5,Cystobasidiomycetes,2,2,24.86,8.02,7.21,0
B17,EMM_F5,Cystobasidiomycetes,2,2,31.78,8.02,7.98,0
B17,EMM_F5,Cystobasidiomycetes,2,2,40.63,8.02,8.05,0
B17,EMM_F5,Cystobasidiomycetes,2,2,47.75,8.02,8.07,0
B17,EMM_F5,Cystobasidiomycetes,2,2,54.73,8.02,8.07,0
B17,EMM_F5,Cystobasidiomycetes,3,2,0,8.56,8.08,0
B17,EMM_F5,Cystobasidiomycetes,3,2,11.38,8.56,7.73,0
B17,EMM_F5,Cystobasidiomycetes,3,2,17.4,7.5,8.99,0
B17,EMM_F5,Cystobasidiomycetes,3,2,24.86,7.13,8.86,0
B17,EMM_F5,Cystobasidiomycetes,3,2,31.78,7.87,8.53,0
B17,EMM_F5,Cystobasidiomycetes,3,2,40.63,7.08,8.13,0
B17,EMM_F5,Cystobasidiomycetes,3,2,47.75,6.77,8.22,0
B17,EMM_F5,Cystobasidiomycetes,3,2,54.73,6.33,7.38,0
B17,EMM_F70,Cystobasidiomycetes,1,2,0,6.72,7.79,0
B17,EMM_F70,Cystobasidiomycetes,1,2,11.38,8.51,7.79,0
B17,EMM_F70,Cystobasidiomycetes,1,2,17.4,7.69,7.79,0
B17,EMM_F70,Cystobasidiomycetes,1,2,24.86,7.57,7.79,0
B17,EMM_F70,Cystobasidiomycetes,1,2,31.78,8.4,7.52,0
B17,EMM_F70,Cystobasidiomycetes,1,2,40.63,8.4,6.98,0
B17,EMM_F70,Cystobasidiomycetes,1,2,47.75,8.04,7.67,0
B17,EMM_F70,Cystobasidiomycetes,1,2,54.73,7.92,7.67,0
B17,EMM_F70,Cystobasidiomycetes,2,2,0,9.06,6.19,0
B17,EMM_F70,Cystobasidiomycetes,2,2,11.38,8.41,7.31,0
B17,EMM_F70,Cystobasidiomycetes,2,2,17.4,7.99,8.43,0
B17,EMM_F70,Cystobasidiomycetes,2,2,24.86,8.27,7.21,0
B17,EMM_F70,Cystobasidiomycetes,2,2,31.78,8.36,7.98,0
B17,EMM_F70,Cystobasidiomycetes,2,2,40.63,8.6,8.05,0
B17,EMM_F70,Cystobasidiomycetes,2,2,47.75,8.93,8.07,0
B17,EMM_F70,Cystobasidiomycetes,2,2,54.73,8.02,8.07,0
B17,EMM_F70,Cystobasidiomycetes,3,2,0,7.36,8.08,0
B17,EMM_F70,Cystobasidiomycetes,3,2,11.38,7.73,7.73,0
B17,EMM_F70,Cystobasidiomycetes,3,2,17.4,6.99,8.99,0
B17,EMM_F70,Cystobasidiomycetes,3,2,24.86,6.64,8.86,0
B17,EMM_F70,Cystobasidiomycetes,3,2,31.78,7.18,8.53,0
B17,EMM_F70,Cystobasidiomycetes,3,2,40.63,7.19,8.13,0
B17,EMM_F70,Cystobasidiomycetes,3,2,47.75,7.19,8.22,0
B17,EMM_F70,Cystobasidiomycetes,3,2,54.73,7.19,7.38,0
B17,Control,Control,1,2,0,7.79,7.79,0
B17,Control,Control,1,2,11.38,7.79,7.79,0
B17,Control,Control,1,2,17.4,7.79,7.79,0
B17,Control,Control,1,2,24.86,7.79,7.79,0
B17,Control,Control,1,2,31.78,7.52,7.52,0
B17,Control,Control,1,2,40.63,6.98,6.98,0
B17,Control,Control,1,2,47.75,7.67,7.67,0
B17,Control,Control,1,2,54.73,7.67,7.67,0
B17,Control,Control,2,2,0,6.19,6.19,0
B17,Control,Control,2,2,11.38,7.31,7.31,0
B17,Control,Control,2,2,17.4,8.43,8.43,0
B17,Control,Control,2,2,24.86,7.21,7.21,0
B17,Control,Control,2,2,31.78,7.98,7.98,0
B17,Control,Control,2,2,40.63,8.05,8.05,0
B17,Control,Control,2,2,47.75,8.07,8.07,0
