Bacteria,Yeast,Class,Replication,DAI,distance_to_yeast,colony_diameter,increase
B5,SP_F14,Dothideomycetes,1,2,40.63,8.21,0
B5,SP_F14,Dothideomycetes,1,2,47.75,8.21,0
B5,SP_F14,Dothideomycetes,1,2,54.73,7.59,0
B5,SP_F14,Dothideomycetes,2,2,0,7.9,0
B5,SP_F14,Dothideomycetes,2,2,11.38,8.14,0
B5,SP_F14,Dothideomycetes,2,2,17.4,8.14,0
B5,SP_F14,Dothideomycetes,2,2,24.86,7.86,0
B5,SP_F14,Dothideomycetes,2,2,31.78,7.32,0
B5,SP_F14,Dothideomycetes,2,2,40.63,8.37,0
B5,SP_F14,Dothideomycetes,2,2,47.75,8.28,0
B5,SP_F14,Dothideomycetes,2,2,54.73,7.98,0
B5,SP_F14,Dothideomycetes,3,2,0,5.15,0
B5,SP_F14,Dothideomycetes,3,2,11.38,8.14,0
B5,SP_F14,Dothideomycetes,3,2,17.4,8.03,0
B5,SP_F14,Dothideomycetes,3,2,24.86,8.03,0
B5,SP_F14,Dothideomycetes,3,2,31.78,7.78,0
B5,SP_F14,Dothideomycetes,3,2,40.63,8.18,0
B5,SP_F14,Dothideomycetes,3,2,47.75,8.18,0
B5,SP_F14,Dothideomycetes,3,2,54.73,8.2,0
B5,EMM_F7,Tremellomycetes,1,2,0,8.23,0
B5,EMM_F7,Tremellomycetes,1,2,11.38,8.41,0
B5,EMM_F7,Tremellomycetes,1,2,17.4,8.41,0
B5,EMM_F7,Tremellomycetes,1,2,24.86,8.02,0
B5,EMM_F7,Tremellomycetes,1,2,31.78,8.1,0
B5,EMM_F7,Tremellomycetes,1,2,40.63,7.34,0
B5,EMM_F7,Tremellomycetes,1,2,47.75,7.88,0
B5,EMM_F7,Tremellomycetes,1,2,54.73,8.25,0
B5,EMM_F7,Tremellomycetes,2,2,0,7.73,0
B5,EMM_F7,Tremellomycetes,2,2,11.38,8.39,0
B5,EMM_F7,Tremellomycetes,2,2,17.4,9.18,0
B5,EMM_F7,Tremellomycetes,2,2,24.86,9.17,0
B5,EMM_F7,Tremellomycetes,2,2,31.78,8.19,0
B5,EMM_F7,Tremellomycetes,2,2,40.63,9.28,0
B5,EMM_F7,Tremellomycetes,2,2,47.75,8.27,0
B5,EMM_F7,Tremellomycetes,2,2,54.73,8.01,0
B5,EMM_F7,Tremellomycetes,3,2,0,7.08,0
B5,EMM_F7,Tremellomycetes,3,2,11.38,8.3,0
B5,EMM_F7,Tremellomycetes,3,2,17.4,7.54,0
B5,EMM_F7,Tremellomycetes,3,2,24.86,7.54,0
B5,EMM_F7,Tremellomycetes,3,2,31.78,7.54,0
B5,EMM_F7,Tremellomycetes,3,2,40.63,7.9,0
B5,EMM_F7,Tremellomycetes,3,2,47.75,8.16,0
B5,EMM_F7,Tremellomycetes,3,2,54.73,7.56,0
B5,ZAN_F3,Tremellomycetes,1,2,0,7.56,0
B5,ZAN_F3,Tremellomycetes,1,2,11.38,8.98,0
B5,ZAN_F3,Tremellomycetes,1,2,17.4,8.97,0
B5,ZAN_F3,Tremellomycetes,1,2,24.86,8.97,0
B5,ZAN_F3,Tremellomycetes,1,2,31.78,8.68,0
B5,ZAN_F3,Tremellomycetes,1,2,40.63,8.53,0
B5,ZAN_F3,Tremellomycetes,1,2,47.75,9.07,0
B5,ZAN_F3,Tremellomycetes,1,2,54.73,9.65,0
B5,ZAN_F3,Tremellomycetes,2,2,0,8.58,0
B5,ZAN_F3,Tremellomycetes,2,2,11.38,8.68,0
B5,ZAN_F3,Tremellomycetes,2,2,17.4,8.44,0
B5,ZAN_F3,Tremellomycetes,2,2,24.86,8.23,0
B5,ZAN_F3,Tremellomycetes,2,2,31.78,7.93,0
B5,ZAN_F3,Tremellomycetes,2,2,40.63,7.46,0
B5,ZAN_F3,Tremellomycetes,2,2,47.75,7.78,0
B5,ZAN_F3,Tremellomycetes,2,2,54.73,6.65,0
B5,ZAN_F3,Tremellomycetes,3,2,0,6.96,0
B5,ZAN_F3,Tremellomycetes,3,2,11.38,8.5,0
B5,ZAN_F3,Tremellomycetes,3,2,17.4,8.78,0
B5,ZAN_F3,Tremellomycetes,3,2,24.86,8.93,0
B5,ZAN_F3,Tremellomycetes,3,2,31.78,9.53,0
B5,ZAN_F3,Tremellomycetes,3,2,40.63,8.63,0
B5,ZAN_F3,Tremellomycetes,3,2,47.75,8.05,0
B5,ZAN_F3,Tremellomycetes,3,2,54.73,7.53,0
B5,EMM_F48,Tremellomycetes,1,2,0,7.38,0
B5,EMM_F48,Tremellomycetes,1,2,11.38,8.24,0
B5,EMM_F48,Tremellomycetes,1,2,17.4,9.38,0
B5,EMM_F48,Tremellomycetes,1,2,24.86,8.47,0
B5,EMM_F48,Tremellomycetes,1,2,31.78,8.1,0
B5,EMM_F48,Tremellomycetes,1,2,40.63,8.36,0
B5,EMM_F48,Tremellomycetes,1,2,47.75,8.59,0
B5,EMM_F48,Tremellomycetes,1,2,54.73,7.19,0
B5,EMM_F48,Tremellomycetes,2,2,0,8.95,0
B5,EMM_F48,Tremellomycetes,2,2,11.38,8.74,0
B5,EMM_F48,Tremellomycetes,2,2,17.4,7.87,0
B5,EMM_F48,Tremellomycetes,2,2,24.86,7.83,0
B5,EMM_F48,Tremellomycetes,2,2,31.78,8.46,0
B5,EMM_F48,Tremellomycetes,2,2,40.63,9.36,0
B5,EMM_F48,Tremellomycetes,2,2,47.75,8.74,0
B5,EMM_F48,Tremellomycetes,2,2,54.73,8.74,0
B5,EMM_F48,Tremellomycetes,3,2,0,8.1,0
B5,EMM_F48,Tremellomycetes,3,2,11.38,8.94,0
B5,EMM_F48,Tremellomycetes,3,2,17.4,6.78,0
B5,EMM_F48,Tremellomycetes,3,2,24.86,8.5,0
B5,EMM_F48,Tremellomycetes,3,2,31.78,8,0
B5,EMM_F48,Tremellomycetes,3,2,40.63,7.74,0
B5,EMM_F48,Tremellomycetes,3,2,47.75,8.07,0
B5,EMM_F48,Tremellomycetes,3,2,54.73,8.28,0
B5,EMM_F63,Tremellomycetes,1,2,0,8.02,0
B5,EMM_F63,Tremellomycetes,1,2,11.38,8.43,0
B5,EMM_F63,Tremellomycetes,1,2,17.4,8.66,0
B5,EMM_F63,Tremellomycetes,1,2,24.86,9.46,0
B5,EMM_F63,Tremellomycetes,1,2,31.78,9.46,0
B5,EMM_F63,Tremellomycetes,1,2,40.63,9.58,0
B5,EMM_F63,Tremellomycetes,1,2,47.75,8.21,0
B5,EMM_F63,Tremellomycetes,1,2,54.73,7.99,0
B5,EMM_F63,Tremellomycetes,2,2,0,8.39,0
B5,EMM_F63,Tremellomycetes,2,2,11.38,7.8,0
B5,EMM_F63,Tremellomycetes,2,2,17.4,7.8,0
B5,EMM_F63,Tremellomycetes,2,2,24.86,9.74,0
B5,EMM_F63,Tremellomycetes,2,2,31.78,8.16,0
B5,EMM_F63,Tremellomycetes,2,2,40.63,9.02,0
B5,EMM_F63,Tremellomycetes,2,2,47.75,8.31,0
B5,EMM_F63,Tremellomycetes,2,2,54.73,8.36,0
B5,EMM_F63,Tremellomycetes,3,2,0,8.35,0
B5,EMM_F63,Tremellomycetes,3,2,11.38,7.99,0
B5,EMM_F63,Tremellomycetes,3,2,17.4,8.53,0
B5,EMM_F63,Tremellomycetes,3,2,24.86,7.89,0
B5,EMM_F63,Tremellomycetes,3,2,31.78,8.23,0
B5,EMM_F63,Tremellomycetes,3,2,40.63,8.54,0
B5,EMM_F63,Tremellomycetes,3,2,47.75,8.21,0
B5,EMM_F63,Tremellomycetes,3,2,54.73,8.36,0
B5,EMM_F64,Tremellomycetes,1,2,0,8.05,0
B5,EMM_F64,Tremellomycetes,1,2,11.38,8.05,0
B5,EMM_F64,Tremellomycetes,1,2,17.4,8.05,0
B5,EMM_F64,Tremellomycetes,1,2,24.86,8.45,0
B5,EMM_F64,Tremellomycetes,1,2,31.78,8.5,0
B5,EMM_F64,Tremellomycetes,1,2,40.63,8.32,0
B5,EMM_F64,Tremellomycetes,1,2,47.75,8.46,0
B5,EMM_F64,Tremellomycetes,1,2,54.73,8.53,0
B5,EMM_F64,Tremellomycetes,2,2,0,7.91,0
B5,EMM_F64,Tremellomycetes,2,2,11.38,7.9,0
B5,EMM_F64,Tremellomycetes,2,2,17.4,8.04,0
B5,EMM_F64,Tremellomycetes,2,2,24.86,6.81,0
B5,EMM_F64,Tremellomycetes,2,2,31.78,7.78,0
B5,EMM_F64,Tremellomycetes,2,2,40.63,7.78,0
B5,EMM_F64,Tremellomycetes,2,2,47.75,7.68,0
B5,EMM_F64,Tremellomycetes,2,2,54.73,7.59,0
B5,EMM_F64,Tremellomycetes,3,2,0,8.3,0
B5,EMM_F64,Tremellomycetes,3,2,11.38,8.57,0
B5,EMM_F64,Tremellomycetes,3,2,17.4,9.2,0
B5,EMM_F64,Tremellomycetes,3,2,24.86,8.15,0
B5,EMM_F64,Tremellomycetes,3,2,31.78,8.43,0
B5,EMM_F64,Tremellomycetes,3,2,40.63,8.18,0
B5,EMM_F64,Tremellomycetes,3,2,47.75,7.92,0
B5,EMM_F64,Tremellomycetes,3,2,54.73,8.45,0
B5,EMM_F89,Tremellomycetes,1,2,0,7.43,0
B5,EMM_F89,Tremellomycetes,1,2,11.38,8.11,0
B5,EMM_F89,Tremellomycetes,1,2,17.4,8.46,0
B5,EMM_F89,Tremellomycetes,1,2,24.86,8.33,0
B5,EMM_F89,Tremellomycetes,1,2,31.78,8.52,0
B5,EMM_F89,Tremellomycetes,1,2,40.63,8.65,0
B5,EMM_F89,Tremellomycetes,1,2,47.75,8.09,0
B5,EMM_F89,Tremellomycetes,1,2,54.73,7.69,0
B5,EMM_F89,Tremellomycetes,2,2,0,8.1,0
B5,EMM_F89,Tremellomycetes,2,2,11.38,8.19,0
B5,EMM_F89,Tremellomycetes,2,2,17.4,8.55,0
B5,EMM_F89,Tremellomycetes,2,2,24.86,8.9,0
B5,EMM_F89,Tremellomycetes,2,2,31.78,8.71,0
B5,EMM_F89,Tremellomycetes,2,2,40.63,8.71,0
B5,EMM_F89,Tremellomycetes,2,2,47.75,9.09,0
B5,EMM_F89,Tremellomycetes,2,2,54.73,9.09,0
B5,EMM_F89,Tremellomycetes,3,2,0,8.6,0
B5,EMM_F89,Tremellomycetes,3,2,11.38,8.23,0
B5,EMM_F89,Tremellomycetes,3,2,17.4,8.4,0
B5,EMM_F89,Tremellomycetes,3,2,24.86,7.89,0
B5,EMM_F89,Tremellomycetes,3,2,31.78,7.99,0
B5,EMM_F89,Tremellomycetes,3,2,40.63,7.43,0
B5,EMM_F89,Tremellomycetes,3,2,47.75,8.06,0
B5,EMM_F89,Tremellomycetes,3,2,54.73,8.14,0
B5,EMM_F47,Microbotryomycetes,1,2,0,7.81,0
B5,EMM_F47,Microbotryomycetes,1,2,11.38,8.47,0
B5,EMM_F47,Microbotryomycetes,1,2,17.4,7.69,0
B5,EMM_F47,Microbotryomycetes,1,2,24.86,8.07,0
B5,EMM_F47,Microbotryomycetes,1,2,31.78,7.86,0
B5,EMM_F47,Microbotryomycetes,1,2,40.63,7.01,0
B5,EMM_F47,Microbotryomycetes,1,2,47.75,7.2,0
B5,EMM_F47,Microbotryomycetes,1,2,54.73,7.48,0
B5,EMM_F47,Microbotryomycetes,2,2,0,8.65,0
B5,EMM_F47,Microbotryomycetes,2,2,11.38,6.8,0
B5,EMM_F47,Microbotryomycetes,2,2,17.4,8.58,0
B5,EMM_F47,Microbotryomycetes,2,2,24.86,7.99,0
B5,EMM_F47,Microbotryomycetes,2,2,31.78,8.71,0
B5,EMM_F47,Microbotryomycetes,2,2,40.63,7.33,0
B5,EMM_F47,Microbotryomycetes,2,2,47.75,8.76,0
B5,EMM_F47,Microbotryomycetes,2,2,54.73,8.77,0
B5,EMM_F47,Microbotryomycetes,3,2,0,7.69,0
B5,EMM_F47,Microbotryomycetes,3,2,11.38,7.77,0
B5,EMM_F47,Microbotryomycetes,3,2,17.4,8.13,0
B5,EMM_F47,Microbotryomycetes,3,2,24.86,8.72,0
B5,EMM_F47,Microbotryomycetes,3,2,31.78,8.92,0
B5,EMM_F47,Microbotryomycetes,3,2,40.63,9.77,0
B5,EMM_F47,Microbotryomycetes,3,2,47.75,8.71,0
B5,EMM_F47,Microbotryomycetes,3,2,54.73,8.41,0
B5,EMM_F49,Microbotryomycetes,1,2,0,8.33,0
B5,EMM_F49,Microbotryomycetes,1,2,11.38,7.69,0
B5,EMM_F49,Microbotryomycetes,1,2,17.4,7.81,0
B5,EMM_F49,Microbotryomycetes,1,2,24.86,8.16,0
B5,EMM_F49,Microbotryomycetes,1,2,31.78,8.16,0
B5,EMM_F49,Microbotryomycetes,1,2,40.63,8.91,0
B5,EMM_F49,Microbotryomycetes,1,2,47.75,8.15,0
B5,EMM_F49,Microbotryomycetes,1,2,54.73,7.78,0
B5,EMM_F49,Microbotryomycetes,2,2,0,7.42,0
B5,EMM_F49,Microbotryomycetes,2,2,11.38,7.42,0
B5,EMM_F49,Microbotryomycetes,2,2,17.4,7.27,0
B5,EMM_F49,Microbotryomycetes,2,2,24.86,8.23,0
B5,EMM_F49,Microbotryomycetes,2,2,31.78,7.76,0
B5,EMM_F49,Microbotryomycetes,2,2,40.63,8.86,0
B5,EMM_F49,Microbotryomycetes,2,2,47.75,8.3,0
B5,EMM_F49,Microbotryomycetes,2,2,54.73,8.3,0
B5,EMM_F49,Microbotryomycetes,3,2,0,6.64,0
B5,EMM_F49,Microbotryomycetes,3,2,11.38,6.96,0
B5,EMM_F49,Microbotryomycetes,3,2,17.4,7.3,0
B5,EMM_F49,Microbotryomycetes,3,2,24.86,6.37,0
B5,EMM_F49,Microbotryomycetes,3,2,31.78,7.12,0
B5,EMM_F49,Microbotryomycetes,3,2,40.63,6.97,0
B5,EMM_F49,Microbotryomycetes,3,2,47.75,7.65,0
B5,EMM_F49,Microbotryomycetes,3,2,54.73,6.92,0
B5,ZAN_F4,Microbotryomycetes,1,2,0,8.12,0
B5,ZAN_F4,Microbotryomycetes,1,2,11.38,7.31,0
B5,ZAN_F4,Microbotryomycetes,1,2,17.4,7.88,0
B5,ZAN_F4,Microbotryomycetes,1,2,24.86,8.18,0
B5,ZAN_F4,Microbotryomycetes,1,2,31.78,8.19,0
B5,ZAN_F4,Microbotryomycetes,1,2,40.63,8.4,0
B5,ZAN_F4,Microbotryomycetes,1,2,47.75,8.41,0
B5,ZAN_F4,Microbotryomycetes,1,2,54.73,8.58,0
B5,ZAN_F4,Microbotryomycetes,2,2,0,6.54,0
B5,ZAN_F4,Microbotryomycetes,2,2,11.38,6.74,0
B5,ZAN_F4,Microbotryomycetes,2,2,17.4,6.74,0
B5,ZAN_F4,Microbotryomycetes,2,2,24.86,7.53,0
B5,ZAN_F4,Microbotryomycetes,2,2,31.78,7.81,0
B5,ZAN_F4,Microbotryomycetes,2,2,40.63,8.08,0
B5,ZAN_F4,Microbotryomycetes,2,2,47.75,6.78,0
B5,ZAN_F4,Microbotryomycetes,2,2,54.73,8.29,0
B5,ZAN_F4,Microbotryomycetes,3,2,0,7.38,0
B5,ZAN_F4,Microbotryomycetes,3,2,11.38,8.02,0
B5,ZAN_F4,Microbotryomycetes,3,2,17.4,8.02,0
B5,ZAN_F4,Microbotryomycetes,3,2,24.86,8.03,0
B5,ZAN_F4,Microbotryomycetes,3,2,31.78,8.03,0
B5,ZAN_F4,Microbotryomycetes,3,2,40.63,8.33,0
B5,ZAN_F4,Microbotryomycetes,3,2,47.75,8.1,0
B5,ZAN_F4,Microbotryomycetes,3,2,54.73,7.68,0
B5,EMM_F65,Microbotryomycetes,1,2,0,7.91,0
B5,EMM_F65,Microbotryomycetes,1,2,11.38,7.92,0
B5,EMM_F65,Microbotryomycetes,1,2,17.4,7.58,0
B5,EMM_F65,Microbotryomycetes,1,2,24.86,8.71,0
B5,EMM_F65,Microbotryomycetes,1,2,31.78,7.57,0
B5,EMM_F65,Microbotryomycetes,1,2,40.63,8.02,0
B5,EMM_F65,Microbotryomycetes,1,2,47.75,8.02,0
B5,EMM_F65,Microbotryomycetes,1,2,54.73,7.68,0
B5,EMM_F65,Microbotryomycetes,2,2,0,7.45,0
B5,EMM_F65,Microbotryomycetes,2,2,11.38,7.67,0
B5,EMM_F65,Microbotryomycetes,2,2,17.4,8.04,0
B5,EMM_F65,Microbotryomycetes,2,2,24.86,9.13,0
B5,EMM_F65,Microbotryomycetes,2,2,31.78,8.36,0
B5,EMM_F65,Microbotryomycetes,2,2,40.63,7.9,0
B5,EMM_F65,Microbotryomycetes,2,2,47.75,8.91,0
B5,EMM_F65,Microbotryomycetes,2,2,54.73,8.64,0
B5,EMM_F65,Microbotryomycetes,3,2,0,9.09,0
B5,EMM_F65,Microbotryomycetes,3,2,11.38,9.36,0
B5,EMM_F65,Microbotryomycetes,3,2,17.4,7.98,0
B5,EMM_F65,Microbotryomycetes,3,2,24.86,7.93,0
B5,EMM_F65,Microbotryomycetes,3,2,31.78,10.64,0
B5,EMM_F65,Microbotryomycetes,3,2,40.63,8.84,0
B5,EMM_F65,Microbotryomycetes,3,2,47.75,9.28,0
B5,EMM_F65,Microbotryomycetes,3,2,54.73,8.94,0
B5,EMM_F66,Cystobasidiomycetes,1,2,0,5.83,0
B5,EMM_F66,Cystobasidiomycetes,1,2,11.38,7.98,0
B5,EMM_F66,Cystobasidiomycetes,1,2,17.4,8.07,0
B5,EMM_F66,Cystobasidiomycetes,1,2,24.86,7.87,0
B5,EMM_F66,Cystobasidiomycetes,1,2,31.78,8.42,0
B5,EMM_F66,Cystobasidiomycetes,1,2,40.63,8.42,0
B5,EMM_F66,Cystobasidiomycetes,1,2,47.75,7.87,0
B5,EMM_F66,Cystobasidiomycetes,1,2,54.73,8.03,0
B5,EMM_F66,Cystobasidiomycetes,2,2,0,8.03,0
B5,EMM_F66,Cystobasidiomycetes,2,2,11.38,6.54,0
B5,EMM_F66,Cystobasidiomycetes,2,2,17.4,7.28,0
B5,EMM_F66,Cystobasidiomycetes,2,2,24.86,6.88,0
B5,EMM_F66,Cystobasidiomycetes,2,2,31.78,6.66,0
B5,EMM_F66,Cystobasidiomycetes,2,2,40.63,6.34,0
B5,EMM_F66,Cystobasidiomycetes,2,2,47.75,7.93,0
B5,EMM_F66,Cystobasidiomycetes,2,2,54.73,7.33,0
B5,EMM_F66,Cystobasidiomycetes,3,2,0,8.34,0
B5,EMM_F66,Cystobasidiomycetes,3,2,11.38,7.3,0
B5,EMM_F66,Cystobasidiomycetes,3,2,17.4,7.34,0
B5,EMM_F66,Cystobasidiomycetes,3,2,24.86,7.98,0
B5,EMM_F66,Cystobasidiomycetes,3,2,31.78,7.98,0
B5,EMM_F66,Cystobasidiomycetes,3,2,40.63,8.11,0
B5,EMM_F66,Cystobasidiomycetes,3,2,47.75,7.58,0
B5,EMM_F66,Cystobasidiomycetes,3,2,54.73,7.78,0
B5,EMM_F70,Cystobasidiomycetes,1,2,0,9.77,0
B5,EMM_F70,Cystobasidiomycetes,1,2,11.38,9.37,0
B5,EMM_F70,Cystobasidiomycetes,1,2,17.4,7.67,0
B5,EMM_F70,Cystobasidiomycetes,1,2,24.86,7.79,0
B5,EMM_F70,Cystobasidiomycetes,1,2,31.78,7.79,0
B5,EMM_F70,Cystobasidiomycetes,1,2,40.63,8.33,0
B5,EMM_F70,Cystobasidiomycetes,1,2,47.75,7.84,0
B5,EMM_F70,Cystobasidiomycetes,1,2,54.73,8.45,0
B5,EMM_F70,Cystobasidiomycetes,2,2,0,8.45,0
B5,EMM_F70,Cystobasidiomycetes,2,2,11.38,7.27,0
B5,EMM_F70,Cystobasidiomycetes,2,2,17.4,7.27,0
B5,EMM_F70,Cystobasidiomycetes,2,2,24.86,7.55,0
B5,EMM_F70,Cystobasidiomycetes,2,2,31.78,8.68,0
B5,EMM_F70,Cystobasidiomycetes,2,2,40.63,7.77,0
B5,EMM_F70,Cystobasidiomycetes,2,2,47.75,8.95,0
B5,EMM_F70,Cystobasidiomycetes,2,2,54.73,8.61,0
B5,EMM_F70,Cystobasidiomycetes,3,2,0,8.73,0
B5,EMM_F70,Cystobasidiomycetes,3,2,11.38,7.75,0
B5,EMM_F70,Cystobasidiomycetes,3,2,17.4,9.43,0
B5,EMM_F70,Cystobasidiomycetes,3,2,24.86,7.89,0
B5,EMM_F70,Cystobasidiomycetes,3,2,31.78,7.27,0
B5,EMM_F70,Cystobasidiomycetes,3,2,40.63,8.17,0
B5,EMM_F70,Cystobasidiomycetes,3,2,47.75,8.34,0
B5,EMM_F70,Cystobasidiomycetes,3,2,54.73,7.35,0
B5,Control,Control,1,2,0,7.41,0
B5,Control,Control,1,2,11.38,7.41,0
B5,Control,Control,1,2,17.4,7.69,0
B5,Control,Control,1,2,24.86,7.35,0
B5,Control,Control,1,2,31.78,6.85,0
B5,Control,Control,1,2,40.63,7.15,0
B5,Control,Control,1,2,47.75,7.42,0
B5,Control,Control,1,2,54.73,7.05,0
B5,Control,Control,2,2,0,7.22,0
B5,Control,Control,2,2,11.38,7.9,0
B5,Control,Control,2,2,17.4,7.91,0
B5,Control,Control,2,2,24.86,7.91,0
B5,Control,Control,2,2,31.78,7.92,0
B5,Control,Control,2,2,40.63,7.33,0
B5,Control,Control,2,2,47.75,7.87,0
B5,Control,Control,2,2,54.73,8.71,0
B5,Control,Control,3,2,0,8.42,0
B5,Control,Control,3,2,11.38,8.42,0
B5,Control,Control,3,2,17.4,8.76,0
B5,Control,Control,3,2,24.86,8.9,0
B5,Control,Control,3,2,31.78,8.9,0
B5,Control,Control,3,2,40.63,8.54,0
B5,Control,Control,3,2,47.75,8.6,0
B5,Control,Control,3,2,54.73,8.94,0
B5,EMM_F3,Dothideomycetes,1,4,0,7.65,0.38
B5,EMM_F3,Dothideomycetes,1,4,11.38,7.74,0.32
B5,EMM_F3,Dothideomycetes,1,4,17.4,7.75,0.24
B5,EMM_F3,Dothideomycetes,1,4,24.86,7.75,0.08
B5,EMM_F3,Dothideomycetes,1,4,31.78,7.47,0.16
B5,EMM_F3,Dothideomycetes,1,4,40.63,7.84,0.36
B5,EMM_F3,Dothideomycetes,1,4,47.75,7.56,0.08
B5,EMM_F3,Dothideomycetes,1,4,54.73,7.55,0.27
B5,EMM_F3,Dothideomycetes,2,4,0,7.99,0.21
B5,EMM_F3,Dothideomycetes,2,4,11.38,7.99,0.21
B5,EMM_F3,Dothideomycetes,2,4,17.4,7.99,0.28
B5,EMM_F3,Dothideomycetes,2,4,24.86,7.96,0.25
B5,EMM_F3,Dothideomycetes,2,4,31.78,7.97,0.38
B5,EMM_F3,Dothideomycetes,2,4,40.63,8.25,0.34
B5,EMM_F3,Dothideomycetes,2,4,47.75,8.77,0.37
B5,EMM_F3,Dothideomycetes,2,4,54.73,8.87,0.1
B5,EMM_F3,Dothideomycetes,2,4,0,9.12,0.89
B5,EMM_F3,Dothideomycetes,3,4,11.38,8.2,0.19
B5,EMM_F3,Dothideomycetes,3,4,17.4,8.7,1.32
B5,EMM_F3,Dothideomycetes,3,4,24.86,8.96,1.39
B5,EMM_F3,Dothideomycetes,3,4,31.78,9.04,0.78
B5,EMM_F3,Dothideomycetes,3,4,40.63,9.47,1.15
B5,EMM_F3,Dothideomycetes,3,4,47.75,7.97,0.6
B5,EMM_F3,Dothideomycetes,3,4,54.73,9.3,0.9
B5,EMM_F34,Dothideomycetes,1,4,0,5.57,-2.17
B5,EMM_F34,Dothideomycetes,1,4,11.38,7.97,0.79
B5,EMM_F34,Dothideomycetes,1,4,17.4,8.26,0.81
B5,EMM_F34,Dothideomycetes,1,4,24.86,8.23,0.47
B5,EMM_F34,Dothideomycetes,1,4,31.78,8.91,0.61
B5,EMM_F34,Dothideomycetes,1,4,40.63,8.51,0.62
B5,EMM_F34,Dothideomycetes,1,4,47.75,8.79,0.52
B5,EMM_F34,Dothideomycetes,1,4,54.73,7.63,0.22
B5,EMM_F34,Dothideomycetes,2,4,0,4.55,-2.62
B5,EMM_F34,Dothideomycetes,2,4,11.38,8.53,0.05
B5,EMM_F34,Dothideomycetes,2,4,17.4,8.34,0.56
B5,EMM_F34,Dothideomycetes,2,4,24.86,8.27,0.22
B5,EMM_F34,Dothideomycetes,2,4,31.78,8.27,0.33
